ticker,total_trades,winning_trades,losing_trades,win_rate,avg_return,total_return,max_drawdown,profit_factor,first_trade,last_trade
AEVA,2,0,2,0.0,-16.18,-32.36,-0.0,0.0,2025-04-10 04:00:00,2025-04-10 04:00:00
