condition,correlation,length,ones_count,zeros_count,win_rate,return_pct,return_abs,hash,optimal_exposition,correlation_optimal,win_rate_optimal,profit_factor,pf_4,pf_6,pf_8,pf_10,pf_12,pf_14,pf_16,pf_18,pf_20,pf_22,pf_24,pf_26,pf_28,pf_30
aarou_10 >= aarou_14_sft_1,-0.008049588,98878,41354,57524,12.11,-6202.614357854596,-821.2700045809761,0f031b3780e6467809600593d6806420193325d9573f332c17b627db66a26893,30,-0.0014508971944451332,27.37,0.8212476532867268,0.8212476532867268,0.8857277827665263,0.9170449796308173,0.9657310837068781,1.0027669151035776,1.021092544721092,1.0395108299371334,1.0681693189136894,1.0903156301040884,1.1030630324277704,1.1158517104472754,1.1309291680581546,1.1455730116282554,1.1693745802360995
stdev_10 <= stdev_14_sft_2,-0.008070269,98878,64568,34310,12.22,-9612.042459674736,-1273.7475168593664,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,30,-0.004649008624255657,27.29,0.8164427803607187,0.8164427803607187,0.8666458222366414,0.8964341031828965,0.9233222842355983,0.9588253617018383,0.9830149006562098,1.0048388599609899,1.0213520134997804,1.0404679897906495,1.0579015744976883,1.076371658492155,1.0901411313333527,1.1002311304580314,1.1064158957890224
bb_upper_2_10 <= bb_upper_2_10_sft_1,-0.00808033,98878,52901,45977,12.17,-7262.981868101296,-1032.4872858053423,3aa49a56ba366f74cacb6b40add631875fca9bf88d1abae08516bfe7d1357af1,30,-0.0026192902587354183,27.34,0.8260309439137581,0.8260309439137581,0.8733565208886481,0.9018655281801492,0.9291448496910498,0.956464658719186,0.9821609094146424,1.0000889748280446,1.0102534655187414,1.0269953451199674,1.0372648458095806,1.055069241882759,1.074331232461877,1.086736238934235,1.0905679502277916
minus_di_5 <= 21,-0.008081541,98878,50367,48511,12.16,-6620.558276351336,-922.6451420474841,cee77ee220a5e77fe95d20a730179fabcb0f2e40106664424787bbccffac6b44,30,-0.023537887260317802,26.41,0.8524095748875393,0.8524095748875393,0.9104282621868676,0.9469047755158029,0.9750092988676651,0.9981848096782637,1.0213196150178685,1.0401387071495434,1.0498498759105446,1.0518339220150132,1.0603290532958236,1.065281058622298,1.0726391125880115,1.086622692052013,1.0946434153051436
aarod_10 <= aarod_20_sft_1,-0.008093735,98878,64211,34667,12.22,-8659.969781386684,-1307.1583250634721,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,0.001013357425108552,27.48,0.8368714090785139,0.8368714090785139,0.8870338130504416,0.9228827070742103,0.951181206303055,0.9753720404661206,0.996921459286386,1.0195755767683978,1.0391363045434214,1.0612577238276915,1.083849242461879,1.0974707672596706,1.1104547337333004,1.1233090374105437,1.1298503904329764
atr_5 <= atr_5_sft_2,-0.008110689,98878,58045,40833,12.19,-7914.889209333083,-1162.2637417327278,6c56a6e37fe7066fac040219b9e7cfe2398571a456467cde7a8327153ebc94da,30,-0.0062790666706860065,27.21,0.8304787803075604,0.8304787803075604,0.8761947461562754,0.9091691155308934,0.9284312189833055,0.9552558202117633,0.9768841541958909,0.9935165335810882,1.00552252906026,1.0227177551335165,1.0387814484379607,1.0531102842553868,1.0729344447203153,1.0827010083530177,1.0940726058237382
willr_20 >= -12,-0.008117864,98878,12002,86876,11.7,-1482.0584945544979,-210.91083567937312,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.0036046833265572786,27.01,0.8605158339050819,0.8605158339050819,0.957103592590182,1.0408137463440963,1.1249984947636182,1.1774196189513813,1.213504465494824,1.224693831556645,1.2394807286168366,1.2474882354306644,1.2629807193688989,1.2687671717896576,1.2885643554108261,1.3074007119108675,1.355492617087571
sma_5 >= High_sft_2,-0.008122414,98878,15290,83588,11.79,-2073.4766417791398,-293.40496331368195,2a2a894e2395475f18aac8b58b172590d4e9304b0f81f0d6018fc944d30d4b38,30,-0.003907122649252415,27.04,0.8453411041141139,0.8453411041141139,0.9355883812150053,0.9966139413134867,1.0711938308480984,1.131497287948885,1.173848234240588,1.191730974936647,1.2192614615436883,1.2437435146311389,1.2623992001250504,1.2781607030994315,1.2710459824580829,1.2884502801960163,1.319577167603651
aarou_5 >= aarou_10_sft_2,-0.008141386,98878,54404,44474,12.18,-8236.644328246786,-1113.5425761433435,0f031b3780e6467809600593d6806420193325d9573f332c17b627db66a26893,30,-0.004926703404635191,27.25,0.8171798212775078,0.8171798212775078,0.8804574992550743,0.9163997874002084,0.9615007647932078,0.997719519797933,1.0309987599266195,1.048010893401083,1.0597495010640672,1.080365956695131,1.0942290113635382,1.1044133167423629,1.1157585422264167,1.1245492883452364,1.1429262966583562
mom_15 >= mom_10_sft_3,-0.008163487,98878,49935,48943,12.15,-7465.272027235842,-990.779542444463,eaab1708ca388033e741f56742381a7a1263cfafa2fbe8f413d450736cce3e74,30,-0.010454369708895683,26.98,0.8275138031784582,0.8275138031784582,0.8982770306980726,0.9363049664089212,0.9761174634514499,1.0090280281974888,1.0374369449020073,1.0691014339410079,1.0891895595719014,1.1001561949784677,1.1225836154667077,1.129834092628445,1.140743267463304,1.1534554253479998,1.1682105448178197
stdev_30 <= stdev_10_sft_3,-0.008164034,98878,9016,89862,11.57,-1309.970754749098,-174.05422852063202,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,26,-0.0010693080257624388,26.18,0.8244498566274283,0.8244498566274283,0.8766923874771229,0.8843866065687318,0.9075664888958274,0.9294947525383246,0.9433926467873468,0.9616129919069455,0.9628924517226329,0.9650986385623523,0.9676552196009122,0.9837958485647167,1.0017763634626469,0.9954486455902538,0.9851895866686027
sma_5 >= sma_10,-0.008177879,98878,48737,50141,12.14,-5987.488026700979,-887.52283570078,724f0edc848b1caa180dcda4bf9f5a94c2dcd0eddd874575510f7c410089d747,30,-0.0031658578664064407,27.3,0.8595607365338013,0.8595607365338013,0.9143509276269441,0.960646976978319,1.0088663907909898,1.0386661578650955,1.0660408938677097,1.0905874601881853,1.1061405408462657,1.1227195396082794,1.137927486031109,1.1499041149472977,1.1659223074162623,1.1769605420359899,1.1927481632856498
mema_20 <= High_sft_2,-0.008181722,98878,63662,35216,12.22,-6866.522460327782,-1083.5488107581332,272a901e1625028460b95370368ae350ea9835e10fc1933b41122586149e5de3,30,-0.013677681796252728,26.99,0.8702734309200544,0.8702734309200544,0.9221019557985929,0.9681320064455862,1.0011854559337592,1.0292573247904455,1.051051097799089,1.0700567973213349,1.0827580306733042,1.094870302135883,1.1073691823435619,1.122357353511085,1.1366999746137005,1.1440437299417539,1.1555536474185326
aarod_14 <= aarod_30,-0.008190419,98878,66613,32265,12.23,-9867.649412808598,-1398.898243396754,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,0.00039191136602312326,27.46,0.8195590610141258,0.8195590610141258,0.8775584285897723,0.9192693379439529,0.9444333906174514,0.9712082531528006,0.9932670758891898,1.018386688311246,1.0403053971792366,1.0542841112196348,1.0651221638192316,1.0762212785723353,1.0855179050572163,1.0939225933227674,1.100263996638625
aaro_20 <= aaro_5_sft_3,-0.0081971325,98878,51726,47152,12.16,-7207.8797533887455,-1090.172916913878,03178e4886fc07979b0c314ad9c68ba2f86b07645c5f6bfdb6bc96b9669a3c24,30,-0.0006881591980345547,27.42,0.8294144103133206,0.8294144103133206,0.8845693886181709,0.9232522285136467,0.949993659353943,0.9862463531034205,1.0107042856564268,1.033526947493288,1.0506692810559737,1.0674224853957461,1.0930748811869924,1.1085601591135528,1.1172780615555011,1.1296118364137966,1.1393631172058996
minus_di_10 >= 17,-0.008200778,98878,66790,32088,12.23,-9368.738793386707,-1379.3701890831362,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,0.026843132451176643,28.28,0.8190387845555426,0.8190387845555426,0.8744250114732338,0.9067930099222031,0.9332282296967692,0.9612419939858169,0.9872855299340312,1.0140067225752236,1.0385456381746827,1.069292872076459,1.092864703163683,1.113045853034928,1.1289857272473762,1.1458171842897285,1.1599181355544512
mom_15 >= mom_5_sft_1,-0.008205965,98878,49385,49493,12.15,-6892.510485098508,-921.9265993373629,eaab1708ca388033e741f56742381a7a1263cfafa2fbe8f413d450736cce3e74,30,-0.011770716868340969,26.92,0.838762377761234,0.838762377761234,0.9062662011453203,0.9503134163260542,0.9771119896609828,1.0152160640972185,1.037723484699575,1.0675255640324732,1.0857936260846732,1.1010134448479922,1.1118599489160366,1.1309930706708582,1.1418905674654862,1.1552652975785922,1.1673603129487513
willr_30 >= willr_5_sft_1,-0.008207534,98878,48467,50411,12.14,-6465.671222880942,-888.2416385528413,c76b2a6e6a9f1e35b75e815a28e530490275498e07d600be2da53b82c81b3953,30,-0.009871372021734715,27.0,0.8413075859284095,0.8413075859284095,0.9034844790337813,0.9513958068691801,0.9805699070115095,1.0057369122783955,1.028622808850727,1.050073139590957,1.0684442305301904,1.0750839697112373,1.0928127724860797,1.1113074701581258,1.116091656587556,1.1317130986048713,1.1494086249894482
aaro_5 >= aaro_14,-0.008218673,98878,51761,47117,12.16,-7583.454681298176,-1032.5179981848996,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,-0.002803059061989188,27.33,0.8224253056106099,0.8224253056106099,0.8848423666069902,0.9104955183753932,0.9478692093506849,0.9809437666921097,1.0160203545042312,1.0377896109759408,1.04837795103247,1.0671306702579084,1.0804476893925423,1.094030135026863,1.1126654234511442,1.1221813919512453,1.13102276170325
sma_20 <= High_sft_2,-0.008224167,98878,61394,37484,12.21,-6863.451186104685,-1075.4527986023895,96dbcbed1df94b1ba010b345e5b1a9039b5cdd6019405ebbb50c28754007bf82,30,-0.012451274320483208,27.01,0.8666460258419931,0.8666460258419931,0.913479148151973,0.9586370089053077,0.9933695409006503,1.0259918779375172,1.051073367302693,1.0704739004864334,1.0832604379455695,1.0972452897593012,1.1072431635987465,1.1210651363778672,1.132364682530625,1.1411994924199005,1.149293541607843
mom_2 <= mom_10_sft_2,-0.008242033,98878,49430,49448,12.15,-4954.688974239638,-879.1682125883817,99b230403b43b61a62d1e1bb62b812e1617b1ac927f76ee434dad8be358b43f3,30,-0.0024490603245794773,27.34,0.8786886799962769,0.8786886799962769,0.9405621289124625,0.987813585586864,1.013321747436022,1.0378641472542642,1.0635499264393498,1.075492569030959,1.0877034350434571,1.1105343826782907,1.1189158786929736,1.1379521029974258,1.1580708412746157,1.173667151792507,1.1794059737637304
minus_di_5 >= 6,-0.00824769,98878,88760,10118,12.33,-11240.319068064247,-1774.5280174465224,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,0.012030290439724922,27.63,0.8427748450659595,0.8427748450659595,0.8975482021451077,0.9281341949296615,0.9533994898890393,0.9792650834146929,1.001544758273264,1.0232267264577664,1.0406220522015106,1.0573517516298379,1.072312574353478,1.0841554472976616,1.0986666629811128,1.1115873167071293,1.1255185520238375
aarou_5 >= aarou_10_sft_1,-0.008255318,98878,52361,46517,12.16,-7892.298230115266,-1073.6810985383563,0f031b3780e6467809600593d6806420193325d9573f332c17b627db66a26893,30,-0.00683111697435379,27.16,0.8184068847493763,0.8184068847493763,0.8719568468084673,0.9088698580996343,0.9607673013504436,0.998048225776568,1.0268348105323482,1.0493015386769966,1.0632965802811352,1.0804657122609658,1.0960903982509207,1.1064238771224397,1.1196563178914254,1.1271034614578015,1.141532699915909
willr_30 >= -11,-0.0082562445,98878,10293,88585,11.62,-1152.5239305362484,-168.65133296336717,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.000438368646427989,27.39,0.8746485782364639,0.8746485782364639,0.9876270922208021,1.0720472529865888,1.1523382356349088,1.2026235762140944,1.2194502205248887,1.2161543978635219,1.225678069826228,1.2158860165366427,1.2325873989690286,1.2603583677704435,1.2958606738720146,1.3276471156853622,1.3751275643060135
mema_5 >= mema_100,-0.008262527,98878,44378,54500,12.12,-5108.1067331511185,-751.0295695961977,da871536f9280a0159baee359a9496c73c67bcc656bfb6cada940a1228de3547,30,0.004670139402151108,27.68,0.8618730350900283,0.8618730350900283,0.9468928432818309,1.0127403469663618,1.068441818949052,1.1170427857499388,1.158274627564732,1.1986650346271872,1.2371787497791134,1.2684938954698304,1.2903081866190922,1.3126472426937734,1.3353637689098792,1.3595824962119865,1.3840255219722875
adx_5 <= 19,-0.008266299,98878,2903,95975,10.85,-640.2285630068509,-73.5581788679192,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,30,-9.750493336468935e-05,27.42,0.7263175880858377,0.7263175880858377,0.7621255390543196,0.7323199786545772,0.7161110704106095,0.76977253714803,0.8010938059301729,0.8389364464758695,0.8396120248689191,0.8556337868473588,0.867967261603413,0.9228518810175583,0.9352598133137972,0.974555013844392,0.9933042433315166
aaro_14 >= aaro_20_sft_2,-0.008302606,98878,50895,47983,12.15,-6527.488444999413,-1003.8688253991859,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,-0.0019090411951765418,27.36,0.8442402833987075,0.8442402833987075,0.9025481800884081,0.9407201787490922,0.9766177512406016,1.0014550354899214,1.0290182594286754,1.0540018246721217,1.0796044685348476,1.0999276196784966,1.1170278009261179,1.1357139764243376,1.1510748999557971,1.1557662026735942,1.1597590278816026
aaro_20 >= aaro_20_sft_2,-0.008335123,98878,70014,28864,12.24,-10144.867671766035,-1411.4441189376594,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,-0.0030056925024837255,27.36,0.8249805331189028,0.8249805331189028,0.8796593821679867,0.9127111434063553,0.9439033327402988,0.9708951054158471,0.9974408341308174,1.0121219717732757,1.0316312670695347,1.0492599743801139,1.0680964823476509,1.0819067755022107,1.0971615983125749,1.0999448907009164,1.110319045649637
aarod_14 >= aarod_30,-0.008336956,98878,43855,55023,12.11,-5357.269413439939,-780.7021136265612,010ce60baf3de2cf8c4bcfd243c9185441a26efa8e16690af1f746cc88b42f78,30,-0.006841887719929218,27.1,0.8475741534743391,0.8475741534743391,0.8988947179463882,0.9345587945099685,0.9691932016039927,0.9946150806630148,1.0219665049588658,1.0334018051276246,1.0451963963363355,1.0661276107945126,1.0847415514816456,1.103432713924517,1.1249175423765878,1.1399773311048307,1.1572230052537418
aarod_10 <= aarod_20_sft_3,-0.008337013,98878,58018,40860,12.19,-7910.806137237262,-1167.3377690276757,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,-0.0028536366298794746,27.34,0.8357513801634356,0.8357513801634356,0.8859986191919846,0.9183662856270627,0.9460951854684224,0.9779920928026926,1.0004019078004118,1.0220846204186809,1.0406077462494252,1.0653267648852023,1.0857107588217487,1.0968439228623095,1.1084894381388666,1.1142619209488454,1.1220093648449259
mema_10 <= Open,-0.008340445,98878,47719,51159,12.13,-4847.583207595344,-841.4250417986332,3f09a8cfd91be85ac3ab2cd04a48d69ab7c7071f9e008243aa343f4a8d621b5b,30,-0.004283684305846691,27.25,0.8802262923371429,0.8802262923371429,0.942376519217404,0.9818431165805896,1.017175454535121,1.049100074690148,1.078690846800857,1.1055622593376626,1.1215869936909488,1.1301560466832892,1.1436442826487891,1.1548726829319784,1.1718514460772107,1.1881428695009186,1.1967212907094338
aaro_10 >= aaro_14_sft_2,-0.008341516,98878,51053,47825,12.15,-6626.731782660864,-990.0097061475171,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,0.0017024790868163109,27.52,0.8429078576016413,0.8429078576016413,0.8935370712716241,0.9332445645249332,0.9760000674538888,1.0068534296634841,1.0258383674011957,1.0350989225701495,1.059488763494167,1.0831987683335214,1.0979438238183787,1.113646178515509,1.1284133610760767,1.1408577754021385,1.1557959482516653
willr_20 >= -16,-0.008389581,98878,15464,83414,11.78,-2179.044976889607,-289.1350891996699,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.0037490203976631165,27.06,0.8438595252527988,0.8438595252527988,0.9424470606916393,1.0140652420444378,1.10166480252349,1.1542209610252332,1.1934446592945842,1.209957566202497,1.2381797867998683,1.2405996493746791,1.2552902194995834,1.2704933579119244,1.2858840726102947,1.3236332700634887,1.372719883433351
aarod_5 <= aarod_10_sft_2,-0.008409333,98878,60272,38606,12.2,-8182.901853154795,-1126.1629524461096,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,-0.0024905200116336346,27.36,0.8367653143485386,0.8367653143485386,0.8893542984140222,0.9248365287320126,0.950985117077807,0.9737465307294472,0.9999509642111682,1.0257482625215484,1.0435845690615961,1.0533327053489783,1.0679343375000219,1.0889557255721378,1.1093147312706058,1.1205601378563537,1.1316687911728498
plus_di_14 >= plus_di_14_sft_3,-0.008413692,98878,40884,57994,12.09,-5976.298803082464,-750.8589360263795,e29890bc12ea37e8ab50982e55f5d20643af7c43a2ddc27569a065e219a2f597,30,0.00020314817083999515,27.46,0.8269926533194016,0.8269926533194016,0.8939892992149766,0.9425255891907557,0.9836363056374955,1.0142323520236287,1.040642502130515,1.0644384359061188,1.0927691702610327,1.1137546133229361,1.1279580778166194,1.1390498182392552,1.1426513035501242,1.1657030474844918,1.1790057755627852
willr_20 >= -9,-0.008416447,98878,9443,89435,11.56,-893.0819150777679,-142.89035989953845,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.005446074530482292,26.7,0.8906818456799214,0.8906818456799214,0.9931492349301284,1.0674412851544925,1.1575786649120876,1.2024372344368899,1.2433411125786211,1.2566304482706856,1.2768888506093805,1.277955016472561,1.268845992732107,1.2685639177875332,1.2827125372449464,1.302981625373356,1.3630117919011302
minus_di_10 >= minus_di_5_sft_3,-0.008420225,98878,50669,48209,12.15,-5369.02458917132,-930.1718406253058,a7c5a511f18bc4bc65b530c22aedd665cbba6e43036caf921c03925c9eff7340,30,-0.0072126565501093864,27.13,0.8680444157554124,0.8680444157554124,0.9258657497123965,0.9610646294144666,0.9918613989000534,1.0114465356620157,1.028100617835662,1.0427036293046141,1.0534595334335148,1.0714181269924998,1.085108660246767,1.0993876727266108,1.1126127822909824,1.1139493389697013,1.1237704416336842
aaro_5 >= aaro_14_sft_1,-0.008444596,98878,50978,47900,12.15,-7353.880996668265,-1005.9818757020912,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,-0.002579387975856662,27.33,0.8259594912763725,0.8259594912763725,0.8823801248636113,0.916488931923539,0.9538411577812984,0.9855789794079257,1.0188497710340878,1.0391594757034281,1.0531169934211013,1.074742756416716,1.0891225777771552,1.102381145639383,1.1202166494820283,1.1278613448229233,1.13788919418665
plus_di_14 >= plus_di_14_sft_1,-0.008479727,98878,29509,69369,11.99,-4633.724666583811,-563.3438660697648,e29890bc12ea37e8ab50982e55f5d20643af7c43a2ddc27569a065e219a2f597,30,-0.003404023591428995,27.21,0.8185625919554621,0.8185625919554621,0.8826566717964682,0.9246665550680437,0.9667323659906056,1.0059077759933763,1.0278108768740155,1.0433055980754238,1.0634776779062702,1.0834102012594462,1.100668244853272,1.113461141265258,1.1148142702738097,1.12308771419636,1.1507164014915754
aarod_10 <= aarod_20,-0.008487716,98878,70040,28838,12.24,-9209.273085657278,-1429.9179540398327,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,0.0009259444777853787,27.47,0.8394641934978644,0.8394641934978644,0.8877189406849314,0.9206533438496863,0.9504436234348241,0.9729534238234013,0.9950950639828712,1.0148010719477294,1.0346648517800785,1.0558941207544759,1.0765719228532677,1.0913709755044945,1.1042866535004037,1.1164517961176534,1.1253100557511353
bb_lower_2_10 <= bb_lower_2_20,-0.008491381,98878,29730,69148,11.99,-4938.540738714211,-661.0533275643247,1b1f7d2955b86143cbe65db86c488966f4bce7b7721643a6a4f3f03e8b4d5ec5,30,0.0029468266293406487,27.65,0.7941235560026098,0.7941235560026098,0.8392910969756757,0.8667385189372124,0.8811538044846178,0.8955472807078096,0.9187286515285739,0.9434299105373776,0.9640250781664707,0.9832601229376209,1.0044063994024168,1.0118177816045364,1.0143162542671609,1.0330656527248585,1.048876025459356
willr_20 >= -13,-0.008501962,98878,13019,85859,11.7,-1557.6328597434476,-225.95193053044204,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.0036902367137372494,27.02,0.8634367683491426,0.8634367683491426,0.9555857996713532,1.0341568347169912,1.1267697121288436,1.1837299530429373,1.2159010776648804,1.231416823934008,1.2511961507042781,1.2519840526723531,1.262361249902691,1.269648286166545,1.2857971782353632,1.3069230257979518,1.3568155247409113
aarod_5 <= aarod_14_sft_2,-0.008529388,98878,56125,42753,12.17,-7512.226235741041,-1051.1861109265155,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,-6.716884672641754e-05,27.44,0.8397450523905708,0.8397450523905708,0.88954744330921,0.9266113050912506,0.9548212734284376,0.9743879389880898,1.001078613977524,1.0270328369824129,1.044257023336484,1.0591995286135052,1.0765666365048254,1.0944503244506234,1.1175758480081657,1.1308519185092134,1.1412501060321607
minus_di_20 >= 24,-0.008537597,98878,38198,60680,12.06,-4766.920978364601,-789.2089516085398,a06e18f5f366aa3040f30d3f53c74e6c3d30e6b8f15e9282eabbaa7fe9dd85a0,30,0.024185126647353172,28.81,0.8312054094644296,0.8312054094644296,0.8812879143596368,0.9139231864845972,0.9425700751378092,0.9643299553944679,0.9884960349702341,1.0075926952509315,1.0262380487185259,1.047089080271043,1.069253290237428,1.087769843152949,1.0990805475246308,1.1061172603721732,1.1241721009329129
aarou_5 <= aarou_5_sft_3,-0.008546438,98878,64739,34139,12.21,-8258.743157516488,-1199.9434515359826,11ecda3140789fc7bb03c4e9ce6db1e36d26d05f5895e9047d4b04d8e05db454,30,-0.001600421965122223,27.39,0.8448861667237199,0.8448861667237199,0.9104691538730126,0.9607119025926486,0.9786155137600612,1.0011410518211168,1.021742151639136,1.0400016141572201,1.0515715384248079,1.0636082714085902,1.080770699923718,1.09127374484675,1.1086863695394962,1.1228588222702882,1.1371245534654044
willr_20 >= -14,-0.008546517,98878,13774,85104,11.72,-1827.6026279323414,-245.90093955504562,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.0016536557814106345,27.26,0.8500800895877579,0.8500800895877579,0.9386041171391601,1.0151135605014112,1.1067838603197384,1.1618561227526125,1.1969450582743286,1.2188546223684584,1.243555909421581,1.2463987785423976,1.2609337445226283,1.266899563482831,1.2827987831299983,1.3129884790656392,1.3610916593283322
mom_5 >= mom_5_sft_2,-0.008550628,98878,51008,47870,12.15,-7077.578325725429,-995.3874181407082,eaab1708ca388033e741f56742381a7a1263cfafa2fbe8f413d450736cce3e74,30,-0.0082588791847229,27.09,0.83703425671314,0.83703425671314,0.8827535499787164,0.9210634848822462,0.9588423308910873,0.9915198239318177,1.0180256051140721,1.040100199819949,1.0567304979236747,1.0767595318728027,1.0970192231719391,1.1067666215796788,1.1139981824791871,1.1299504725032101,1.1475760231682988
adx_5 <= 12,-0.008574741,98878,118,98760,4.24,-112.51674375263974,-7.624199961013803,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,28,0.0,0.0,0.2108628322448936,0.2108628322448936,0.2793536305644123,0.3958594536867385,0.28160311678919686,0.24004697764783162,0.2453299276353049,0.36680367926834295,0.359040891244505,0.40440123414164786,0.44002367593215047,0.5205948058391479,0.5332170464833883,0.6016368478722,0.5405605344031705
bb_lower_2_10 >= bb_lower_2_20_sft_2,-0.0085845,98878,66150,32728,12.22,-9161.27349551829,-1219.6446973523052,14f3c68ebc76bb97608c90e96e22d07d8e6617ab0d939b3b0b66c54f45811d90,30,-0.009816635400056839,27.14,0.8338039827126963,0.8338039827126963,0.8921876981859155,0.9309090247813292,0.9614025837999902,0.9963724499915773,1.0202146849491671,1.039151914695634,1.0566988069127932,1.0759297213647567,1.0928504000307608,1.1118853586938813,1.1305452907037967,1.1427806407381853,1.1529437471750512
day_of_month <= 3,-0.0086021945,98878,10139,88739,11.58,-849.9334577012028,-170.69100557779893,49cbc20e8e123e9500d17c94d10e8476c9be751f3936e646ba3355acc5fd09d7,30,-0.004157030954957008,26.9,0.8892417053257716,0.8892417053257716,0.9674197389580961,1.0249079927305529,1.0716769392245202,1.113862658240955,1.1507330187973401,1.1804866273632733,1.2015925586345249,1.2199237826723714,1.237520336017117,1.2543989592972338,1.2702760020780783,1.2879440009161218,1.306025407593623
stdev_5 <= stdev_5_sft_2,-0.008605011,98878,51699,47179,12.15,-6887.04723490503,-990.1930262733149,76cc05d7e847d59489f80a379ae9909f097acc0055c98dd465d85c99099ff3c8,30,-0.0008510511252097785,27.41,0.8372302334990572,0.8372302334990572,0.9080663601953761,0.936392310784879,0.9530111494632302,0.9912992496646263,1.0210345729678378,1.0373987527451873,1.0494461319794002,1.0633117176802132,1.075091534441905,1.0877199338078385,1.1009188602322275,1.1140584088369652,1.124683552027178
aarod_20 <= aarod_14_sft_1,-0.008652158,98878,44203,54675,12.1,-6362.129271413008,-854.9002089587593,1c17b055d6052442bbc23e9c5f48c3b369df45790e4212d5edae44425931e847,30,-0.005811236333101988,27.16,0.8225922958331171,0.8225922958331171,0.87177698867367,0.9174356319835888,0.9472930759458817,0.9747605729485824,0.9952190815066307,1.0047359517758996,1.0239482450634387,1.0428176360133512,1.0705567176260156,1.089103046339382,1.1030993688481945,1.1254620718542643,1.150138605883217
minus_di_5 <= minus_di_5_sft_3,-0.008665832,98878,55661,43217,12.17,-8530.701259579702,-1114.2476560720315,6ead8d4aff114cb978d2a5e9b1dcb95b84dfa27fd6f0f40b385ac29b242b16ea,30,-0.002975559327751398,27.33,0.820869475976514,0.820869475976514,0.8784540658796687,0.9266517659272717,0.9626974059935672,1.000998123874796,1.0308832774265415,1.0521050598078339,1.0670767717370326,1.0733759209790479,1.0889556434504581,1.1044931856450892,1.117581266588125,1.1362276801665956,1.1456400078030655
mema_10 <= Close_sft_2,-0.008668881,98878,48020,50858,12.12,-4717.313558202361,-855.2616414601871,7bbedcb317d5c12750ad9ed3d218721554e71f07d9c51daeb72ddac27b693913,30,-0.002632643561810255,27.32,0.8814612293031181,0.8814612293031181,0.9453939091811892,0.994678241272862,1.0259256196510034,1.0574070376611586,1.085419421348096,1.1020356131747961,1.1105672439376122,1.125038068797626,1.1381949602737027,1.1513657655675882,1.1749465194186306,1.1869318897449626,1.1919473603700592
willr_30 >= -4,-0.008712076,98878,4749,94129,11.14,-92.09705486911116,-72.0141480993916,69dfb876a37c1daf9322a675d7db45858b16e638e7217cc78e1177c12ffb23dc,30,-0.004489797633141279,26.55,0.9767538323773366,0.9767538323773366,1.1135819144493442,1.1757560087036212,1.2676592776431814,1.2608039975834684,1.2879332988726702,1.274738878396794,1.2962741434041276,1.2845386628547124,1.3108224112593778,1.3155491617132378,1.3411276567368335,1.4031105014459178,1.462296554633748
adx_5 <= 18,-0.008721354,98878,2067,96811,10.45,-438.98486759868683,-57.406194795847114,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,30,0.0002713958965614438,27.53,0.7311238244809819,0.7311238244809819,0.7490195936378536,0.7143062516523192,0.6987334464973213,0.7388492160437404,0.7923245271643687,0.8084897226242086,0.8337517572751123,0.8252936172622953,0.8493780309919851,0.9157836180105162,0.9358220113595513,0.9892990983030496,1.0227777710554882
