"Ticker"	"Nombre"	"%Var"	"Var"	"Último"	"Inserción"	"Volumen"	"Comentar"
"AEHR"	"AEHR TEST SYSTEMS"	"-3,81%"	"-1,23"	"31,02(c)"	"08:37:13"	"1.561k"	""
"TCBX"	"THIRD COAST BANCSHARES INC."	"+1,68%"	"+0,62"	"37,42(c)"	"08:37:05"	"64.107"	""
"MGNI"	"MAGNITE INC."	"+0,89%"	"+0,18"	"20,30(c)"	"08:37:05"	"2.564k"	""
"PVLA"	"PALVELLA THERAPEUTICS INC."	"+5,03%"	"+3,15"	"65,78(c)"	"08:37:05"	"151.230"	""
"SOFI"	"SOFI TECHNOLOGIES INC."	"-2,81%"	"-0,73"	"25,24(c)"	"08:37:05"	"78,8M"	""
"QUBT"	"QUANTUM COMPUTING INC."	"+23,22%"	"+4,64"	"24,62(c)"	"08:37:05"	"118M"	""
"HUT"	"HUT 8 CORP."	"+2,72%"	"+1,06"	"40,10(c)"	"08:37:05"	"7.171k"	""
"INBX"	"INHIBRX BIOSCIENCES INC."	"+1,65%"	"+0,58"	"35,65(c)"	"08:37:07"	"112.287"	""
"ARQQ"	"ARQIT QUANTUM INC."	"+2,74%"	"+1,33"	"49,92(c)"	"08:37:07"	"1.289k"	""
"TONX"	"TON STRATEGY COMPANY"	"-2,97%"	"-0,21"	"6,87(c)"	"08:37:07"	"422.750"	""
"BNC"	"CEA INDUSTRIES INC."	"+6,97%"	"+0,53"	"8,13(c)"	"08:37:09"	"3.070k"	""
"ACFN"	"ACORN ENERGY INC."	"+3,46%"	"+0,98"	"29,28(c)"	"08:37:09"	"15.002"	""
"SUPX"	"SUPER X AI TECHNOLOGY"	"+8,16%"	"+5,66"	"75,00(c)"	"08:37:09"	"451.542"	""
"IREN"	"IREN LTD."	"+7,32%"	"+3,44"	"50,46(c)"	"08:37:11"	"40,8M"	""
"NEON"	"NEONODE INC."	"+2,16%"	"+0,08"	"3,78(c)"	"08:37:13"	"578.886"	""
"NKTR"	"NEKTAR THERAPEUTICS"	"+0,08%"	"+0,05"	"60,55(c)"	"08:37:13"	"776.800"	""
"SEDG"	"SOLAREDGE TECHNOLOGIES INC."	"-4,53%"	"-1,72"	"36,24(c)"	"08:37:13"	"4.059k"	""
"TSSI"	"TSS INC."	"-5,17%"	"-0,98"	"17,97(c)"	"08:37:31"	"3.495k"	""
"TSAT"	"TELESAT CORP."	"+7,53%"	"+2,09"	"29,85(c)"	"08:37:31"	"264.595"	""
"OUST"	"OUSTER INC."	"+5,14%"	"+1,46"	"29,86(c)"	"08:37:31"	"3.024k"	""
"VHC"	"VIRNETX HOLDING CORP"	"-2,42%"	"-0,41"	"16,50(c)"	"08:37:29"	"10.525"	""
"BWMN"	"BOWMAN CONSULTING GROUP"	"-0,69%"	"-0,29"	"41,46(c)"	"08:37:29"	"64.749"	""
"METC"	"RAMACO RESOURCES INC."	"+7,70%"	"+2,70"	"37,75(c)"	"08:37:27"	"3.509k"	""
"FEIM"	"FREQUENCY ELECTRONICS INC."	"-2,19%"	"-0,78"	"34,91(c)"	"08:37:23"	"247.655"	""
"ACMR"	"ACM RESEARCH INC."	"-4,06%"	"-1,76"	"41,56(c)"	"08:37:23"	"1.990k"	""
"GOGO"	"GOGO INC."	"+1,39%"	"+0,12"	"8,73(c)"	"08:37:19"	"1.362k"	""

