"Ticker"	"Nombre"	"%Var"	"Var"	"Último"	"Inserción"	"Volumen"	"Comentar"
"NKTR"	"NEKTAR THERAPEUTICS"	"+0,08%"	"+0,05"	"60,55(c)"	"08:38:06"	"776.800"	""
"TCBX"	"THIRD COAST BANCSHARES INC."	"+1,68%"	"+0,62"	"37,42(c)"	"08:37:56"	"64.107"	""
"MGNI"	"MAGNITE INC."	"+0,89%"	"+0,18"	"20,30(c)"	"08:37:58"	"2.564k"	""
"PVLA"	"PALVELLA THERAPEUTICS INC."	"+5,03%"	"+3,15"	"65,78(c)"	"08:37:58"	"151.230"	""
"SOFI"	"SOFI TECHNOLOGIES INC."	"-2,81%"	"-0,73"	"25,24(c)"	"08:37:58"	"78,8M"	""
"HUT"	"HUT 8 CORP."	"+2,72%"	"+1,06"	"40,10(c)"	"08:37:58"	"7.171k"	""
"INBX"	"INHIBRX BIOSCIENCES INC."	"+1,65%"	"+0,58"	"35,65(c)"	"08:38:00"	"112.287"	""
"ARQQ"	"ARQIT QUANTUM INC."	"+2,74%"	"+1,33"	"49,92(c)"	"08:38:00"	"1.289k"	""
"TONX"	"TON STRATEGY COMPANY"	"-2,97%"	"-0,21"	"6,87(c)"	"08:38:00"	"422.750"	""
"BNC"	"CEA INDUSTRIES INC."	"+6,97%"	"+0,53"	"8,13(c)"	"08:38:02"	"3.070k"	""
"ACFN"	"ACORN ENERGY INC."	"+3,46%"	"+0,98"	"29,28(c)"	"08:38:02"	"15.002"	""
"SUPX"	"SUPER X AI TECHNOLOGY"	"+8,16%"	"+5,66"	"75,00(c)"	"08:38:02"	"451.542"	""
"QNTM"	"QUANTUM BIOPHARMA"	"+1,93%"	"+0,35"	"18,45(c)"	"08:38:04"	"182.715"	""
"AEHR"	"AEHR TEST SYSTEMS"	"-3,81%"	"-1,23"	"31,02(c)"	"08:38:06"	"1.561k"	""
"NEON"	"NEONODE INC."	"+2,16%"	"+0,08"	"3,78(c)"	"08:38:06"	"578.886"	""
"SEDG"	"SOLAREDGE TECHNOLOGIES INC."	"-4,53%"	"-1,72"	"36,24(c)"	"08:38:06"	"4.059k"	""
"ISSC"	"INNOVATIVE SOLUTIONS AND SUPPORT"	"-2,98%"	"-0,37"	"12,06(c)"	"08:38:08"	"238.473"	""
"TSAT"	"TELESAT CORP."	"+7,53%"	"+2,09"	"29,85(c)"	"08:38:24"	"264.595"	""
"OUST"	"OUSTER INC."	"+5,14%"	"+1,46"	"29,86(c)"	"08:38:22"	"3.024k"	""
"VHC"	"VIRNETX HOLDING CORP"	"-2,42%"	"-0,41"	"16,50(c)"	"08:38:22"	"10.525"	""
"BWMN"	"BOWMAN CONSULTING GROUP"	"-0,69%"	"-0,29"	"41,46(c)"	"08:38:22"	"64.749"	""
"JOUT"	"JOHNSON OUTDOORS INC."	"+0,92%"	"+0,38"	"41,76(c)"	"08:38:08"	"42.276"	""
"PRCH"	"PORCH GROUP INC."	"+1,31%"	"+0,22"	"17,02(c)"	"08:38:22"	"1.433k"	""
"METC"	"RAMACO RESOURCES INC."	"+7,70%"	"+2,70"	"37,75(c)"	"08:38:20"	"3.509k"	""
"LASR"	"NLIGHT INC."	"-0,80%"	"-0,25"	"30,85(c)"	"08:38:12"	"706.837"	""
"EXTR"	"EXTREME NETWORKS INC."	"-0,73%"	"-0,15"	"20,29(c)"	"08:38:12"	"1.407k"	""
"GOGO"	"GOGO INC."	"+1,39%"	"+0,12"	"8,73(c)"	"08:38:12"	"1.362k"	""
"EYE"	"NATIONAL VISION HLD."	"-1,33%"	"-0,39"	"28,87(c)"	"08:38:10"	"1.283k"	""

