Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_SAR(H,L,0.02,0.2)","Exit_SAR(H,L,0.02,0.2)","Entry_RSI(C,14)","Exit_RSI(C,14)",Entry_Date,Exit_Date
13302,382,388,7.51,6.295,,,-16161.929999999998,-0.1617842876165113,2025-04-10 04:00:00,2025-04-21 04:00:00,11 days,,5.8,8.12,70.70335377167865,51.84239508327817,2025-04-10 04:00:00,2025-04-21 04:00:00
