symbol,date,open,high,low,close,volume,adjclose,splits
MFI,2025-01-02,5.519999980926514,6.199999809265137,5.047999858856201,5.823999881744385,177675,5.823999881744385,0.0
MFI,2025-01-03,10.800000190734863,12.640000343322754,8.640000343322754,10.239999771118164,9900575,10.239999771118164,0.0
MFI,2025-01-06,7.208000183105469,8.720000267028809,7.039999961853027,7.815999984741211,370338,7.815999984741211,0.0
MFI,2025-01-07,7.679999828338623,7.760000228881836,7.28000020980835,7.303999900817871,59550,7.303999900817871,0.0
MFI,2025-01-08,6.800000190734863,7.144000053405762,6.0,6.559999942779541,41463,6.559999942779541,0.0
MFI,2025-01-10,6.400000095367432,6.400000095367432,5.840000152587891,5.9679999351501465,25225,5.9679999351501465,0.0
MFI,2025-01-13,6.0,6.079999923706055,5.599999904632568,5.9039998054504395,11950,5.9039998054504395,0.0
MFI,2025-01-14,5.880000114440918,6.320000171661377,5.760000228881836,5.760000228881836,11888,5.760000228881836,0.0
MFI,2025-01-15,5.607999801635742,6.0,5.567999839782715,5.9679999351501465,14225,5.9679999351501465,0.0
MFI,2025-01-16,5.808000087738037,5.9679999351501465,5.599999904632568,5.616000175476074,12713,5.616000175476074,0.0
MFI,2025-01-17,5.760000228881836,6.079999923706055,5.616000175476074,5.840000152587891,11338,5.840000152587891,0.0
MFI,2025-01-21,5.760000228881836,5.760000228881836,5.360000133514404,5.599999904632568,20313,5.599999904632568,0.0
MFI,2025-01-22,5.519999980926514,5.800000190734863,5.519999980926514,5.559999942779541,9338,5.559999942779541,0.0
MFI,2025-01-23,5.679999828338623,5.823999881744385,5.440000057220459,5.6479997634887695,12875,5.6479997634887695,0.0
MFI,2025-01-24,5.920000076293945,6.239999771118164,5.599999904632568,5.760000228881836,29575,5.760000228881836,0.0
MFI,2025-01-27,6.159999847412109,6.320000171661377,5.8480000495910645,6.239999771118164,40725,6.239999771118164,0.0
MFI,2025-01-28,6.239999771118164,7.039999961853027,6.007999897003174,6.751999855041504,346600,6.751999855041504,0.0
