symbol,date,open,high,low,close,volume,adjclose,dividends,splits
METCB,2025-03-03,8.7833833694458,8.921859741210938,8.605340957641602,8.743818283081055,50550,8.538281440734863,0.0,0.0
METCB,2025-03-04,8.773491859436035,8.773491859436035,8.219585418701172,8.288823127746582,50044,8.093981742858887,0.0,0.0
METCB,2025-03-05,8.288823127746582,8.803165435791016,8.288823127746582,8.526211738586426,70871,8.325790405273438,0.0,0.0
METCB,2025-03-06,8.813055992126465,8.813055992126465,8.41740894317627,8.694361686706543,15772,8.48998737335205,0.0,0.0
METCB,2025-03-07,8.733926773071289,8.753708839416504,8.536103248596191,8.595450401306152,32251,8.393401145935059,0.0,0.0
METCB,2025-03-10,8.41740894317627,8.654796600341797,8.219585418701172,8.496538162231445,40743,8.29681396484375,0.0,0.0
METCB,2025-03-11,8.585558891296387,9.44609260559082,8.54599380493164,9.297724723815918,105346,9.079167366027832,0.0,0.0
METCB,2025-03-12,9.366963386535645,9.366963386535645,8.575668334960938,8.595450401306152,52572,8.393401145935059,0.0,0.0
METCB,2025-03-13,8.684471130371094,8.822948455810547,8.47675609588623,8.625123977661133,20523,8.422377586364746,0.0,0.0
METCB,2025-03-14,8.813055992126465,8.813055992126465,8.437191009521484,8.72403621673584,64097,8.518964767456055,0.0,0.0
METCB,2025-03-17,8.694361686706543,8.815034866333008,8.367953300476074,8.496538162231445,71579,8.29681396484375,0.0,0.0
METCB,2025-03-18,8.555885314941406,8.654796600341797,8.259148597717285,8.259148597717285,53482,8.065004348754883,0.0,0.0
METCB,2025-03-19,8.278931617736816,8.565775871276855,8.130563735961914,8.47675609588623,57020,8.277497291564941,0.0,0.0
METCB,2025-03-20,8.47675609588623,8.521265983581543,7.8733930587768555,7.912957191467285,69557,7.7269511222839355,0.0,0.0
METCB,2025-03-21,7.903066158294678,8.278931617736816,7.754697799682617,7.814044952392578,228284,7.630363941192627,0.0,0.0
METCB,2025-03-24,7.912957191467285,8.071216583251953,7.754697799682617,7.883284091949463,82599,7.6979756355285645,0.0,0.0
METCB,2025-03-25,7.843719005584717,8.07715129852295,7.51731014251709,7.616221904754639,71174,7.437191009521484,0.0,0.0
METCB,2025-03-26,7.774480819702148,7.774480819702148,7.171117782592773,7.3590497970581055,139619,7.18606424331665,0.0,0.0
METCB,2025-03-27,7.339268207550049,7.378832817077637,6.874382019042969,7.022749900817871,154279,6.857669353485107,0.0,0.0
METCB,2025-03-28,7.022749900817871,7.1147379875183105,6.864490985870361,6.874382019042969,61165,6.712789058685303,0.0,0.0
METCB,2025-03-31,6.834816932678223,7.121662139892578,6.775469779968262,7.0326409339904785,46708,6.86732816696167,0.0,0.0
METCB,2025-04-01,6.918891906738281,7.240355968475342,6.874382019042969,7.181008815765381,39934,7.012208461761475,0.0,0.0
METCB,2025-04-02,7.042531967163086,7.761621952056885,7.042531967163086,7.171117782592773,75623,7.002549648284912,0.0,0.0
METCB,2025-04-03,6.943620204925537,7.082097053527832,6.423343181610107,6.478734016418457,70871,6.326441287994385,0.0,0.0
METCB,2025-04-04,6.369931221008301,6.4886250495910645,5.94460916519165,6.46884298324585,94427,6.3167829513549805,0.0,0.0
METCB,2025-04-07,6.132542133331299,6.8565778732299805,5.964392185211182,6.191888809204102,56110,6.04633903503418,0.0,0.0
METCB,2025-04-08,6.4292778968811035,6.607318878173828,6.112760066986084,6.389712810516357,81992,6.239512920379639,0.0,0.0
METCB,2025-04-09,6.4886250495910645,7.378832817077637,6.340257167816162,7.082097053527832,55807,6.915621757507324,0.0,0.0
METCB,2025-04-10,7.00296688079834,7.118693828582764,6.63798189163208,6.735905170440674,24466,6.5775675773620605,0.0,0.0
METCB,2025-04-11,6.824925899505615,7.4579620361328125,6.567755222320557,7.418397903442383,37710,7.244017124176025,0.0,0.0
METCB,2025-04-14,7.418397903442383,7.418397903442383,6.894164085388184,7.082097053527832,30937,6.915621757507324,0.0,0.0
METCB,2025-04-15,7.151334762573242,7.507418155670166,7.082097053527832,7.448071002960205,44686,7.2729926109313965,0.0,0.0
METCB,2025-04-16,7.477745056152344,7.903066158294678,7.448071002960205,7.764589786529541,62783,7.582071304321289,0.0,0.0
METCB,2025-04-17,7.764589786529541,8.14045524597168,7.576656818389893,8.090998649597168,93517,7.9008073806762695,0.0,0.0
METCB,2025-04-21,8.120673179626465,8.180020332336426,7.631058216094971,7.665678024291992,40137,7.485484600067139,0.0,0.0
METCB,2025-04-22,7.715134143829346,8.125617980957031,7.566765785217285,8.110780715942383,54695,7.920124530792236,0.0,0.0
METCB,2025-04-23,8.20969295501709,8.4569730758667,8.061325073242188,8.328388214111328,98775,8.132616996765137,0.0,0.0
METCB,2025-04-24,8.23936653137207,8.911968231201172,8.23936653137207,8.773491859436035,58739,8.56725788116455,0.0,0.0
METCB,2025-04-25,8.773491859436035,8.939663887023926,8.402571678161621,8.803165435791016,78454,8.596233367919922,0.0,0.0
METCB,2025-04-28,8.813055992126465,8.941641807556152,8.62710189819336,8.852621078491211,66221,8.644526481628418,0.0,0.0
METCB,2025-04-29,8.803165435791016,9.055391311645508,8.654796600341797,9.04055404663086,17794,8.828042030334473,0.0,0.0
METCB,2025-04-30,8.892186164855957,9.159248352050781,8.728981018066406,9.070226669311523,43675,8.857017517089844,0.0,0.0
METCB,2025-05-01,9.139466285705566,9.426310539245605,8.76360034942627,8.803165435791016,46809,8.596233367919922,0.0,0.0
METCB,2025-05-02,8.803165435791016,8.93372917175293,8.555885314941406,8.585558891296387,20928,8.383742332458496,0.0,0.0
METCB,2025-05-05,8.506428718566895,8.66369915008545,8.421364784240723,8.506428718566895,15873,8.306471824645996,0.0,0.0
METCB,2025-05-06,8.407517433166504,8.521265983581543,8.189910888671875,8.19980239868164,34880,8.00705337524414,0.0,0.0
METCB,2025-05-07,8.160237312316895,8.47675609588623,8.110780715942383,8.41740894317627,32756,8.219545364379883,0.0,0.0
METCB,2025-05-08,8.41740894317627,8.748764038085938,8.308605194091797,8.615232467651367,18602,8.412718772888184,0.0,0.0
METCB,2025-05-09,8.72700309753418,8.738871574401855,8.407517433166504,8.714143753051758,35587,8.509305000305176,0.0,0.0
METCB,2025-05-12,8.97131633758545,9.337289810180664,7.982195854187012,7.982195854187012,30128,7.794562339782715,0.0,0.0
METCB,2025-05-13,8.041543006896973,8.704253196716309,8.041543006896973,8.41740894317627,36194,8.219545364379883,0.0,0.0
METCB,2025-05-14,8.48664665222168,8.654796600341797,8.219585418701172,8.278931617736816,54190,8.084322929382324,0.0,0.0
METCB,2025-05-15,8.318496704101562,8.47675609588623,7.814044952392578,8.001977920532227,60154,7.813879013061523,0.0,0.0
METCB,2025-05-16,7.992086887359619,8.308605194091797,7.8733930587768555,8.20969295501709,41956,8.016711235046387,0.0,0.0
METCB,2025-05-19,8.17012882232666,8.644906044006348,8.011869430541992,8.644906044006348,17288,8.441694259643555,0.0,0.0
METCB,2025-05-20,8.4569730758667,8.664688110351562,8.229475975036621,8.229475975036621,41956,8.036029815673828,0.0,0.0
METCB,2025-05-21,8.041543006896973,8.407517433166504,8.011869430541992,8.150345802307129,59245,7.958759307861328,0.0,0.0
METCB,2025-05-22,8.189910888671875,8.229475975036621,8.001977920532227,8.219585418701172,35587,8.026371955871582,0.0,0.0
METCB,2025-05-23,8.031652450561523,8.397625923156738,8.011869430541992,8.110780715942383,31543,7.920124530792236,0.0,0.0
METCB,2025-05-27,8.120673179626465,8.308605194091797,7.725025177001953,7.883284091949463,77544,7.6979756355285645,0.0,0.0
METCB,2025-05-28,7.883284091949463,8.081108093261719,7.665678024291992,7.6755690574646,97157,7.495142936706543,0.0,0.0
METCB,2025-05-29,7.715134143829346,7.8684468269348145,7.51731014251709,7.616221904754639,61165,7.437191009521484,0.0,0.0
METCB,2025-05-30,7.42828893661499,7.497527122497559,7.230464935302734,7.368941783905029,43776,7.368941783905029,0.179031,0.0
METCB,2025-06-02,7.438179969787598,7.631058216094971,7.052423000335693,7.190899848937988,36598,7.190899848937988,0.0,0.0
METCB,2025-06-03,7.210681915283203,7.487636089324951,7.200790882110596,7.3590497970581055,29824,7.3590497970581055,0.0,0.0
METCB,2025-06-04,7.438179969787598,7.655786037445068,7.146389961242676,7.190899848937988,40844,7.190899848937988,0.0,0.0
METCB,2025-06-05,7.230464935302734,7.339268207550049,7.1315531730651855,7.30959415435791,35688,7.30959415435791,0.0,0.0
METCB,2025-06-06,7.339268207550049,7.715134143829346,7.339268207550049,7.715134143829346,54493,7.715134143829346,0.0,0.0
METCB,2025-06-09,7.794262886047363,7.942630767822266,7.5865478515625,7.665678024291992,53684,7.665678024291992,0.0,0.0
METCB,2025-06-10,7.715134143829346,7.764589786529541,7.467854022979736,7.507418155670166,33970,7.507418155670166,0.0,0.0
METCB,2025-06-11,7.51731014251709,7.715134143829346,7.1315531730651855,7.171117782592773,58638,7.171117782592773,0.0,0.0
METCB,2025-06-12,7.181008815765381,7.497527122497559,7.0919880867004395,7.467854022979736,50146,7.467854022979736,0.0,0.0
METCB,2025-06-13,7.3590497970581055,7.477745056152344,7.146389961242676,7.378832817077637,90687,7.378832817077637,0.0,0.0
METCB,2025-06-16,7.398614883422852,7.537092208862305,7.151334762573242,7.438179969787598,96753,7.438179969787598,0.0,0.0
METCB,2025-06-17,7.368941783905029,7.537092208862305,7.2700300216674805,7.354104995727539,46304,7.354104995727539,0.0,0.0
METCB,2025-06-18,7.378832817077637,7.566765785217285,7.240355968475342,7.368941783905029,76634,7.368941783905029,0.0,0.0
METCB,2025-06-20,7.448071002960205,7.655786037445068,7.183976173400879,7.626112937927246,160951,7.626112937927246,0.0,0.0
METCB,2025-06-23,7.537092208862305,7.89317512512207,7.527201175689697,7.74480676651001,67029,7.74480676651001,0.0,0.0
METCB,2025-06-24,7.764589786529541,7.775469779968262,7.279921054840088,7.398614883422852,47618,7.398614883422852,0.0,0.0
METCB,2025-06-25,7.4579620361328125,7.552917957305908,7.101879119873047,7.260138034820557,75522,7.260138034820557,0.0,0.0
METCB,2025-06-26,7.2700300216674805,7.715134143829346,7.141444206237793,7.556873798370361,79465,7.556873798370361,0.0,0.0
METCB,2025-06-27,7.556873798370361,7.833827972412109,7.200790882110596,7.210681915283203,910608,7.210681915283203,0.0,0.0
METCB,2025-06-30,7.794262886047363,8.348170280456543,7.487636089324951,8.090998649597168,211198,8.090998649597168,0.0,0.0
METCB,2025-07-01,8.447081565856934,8.674579620361328,7.398614883422852,7.398614883422852,156098,7.398614883422852,0.0,0.0
METCB,2025-07-02,7.497527122497559,7.982195854187012,7.497527122497559,7.814044952392578,111614,7.814044952392578,0.0,0.0
METCB,2025-07-03,7.883284091949463,8.19980239868164,7.74480676651001,8.194856643676758,85834,8.194856643676758,0.0,0.0
METCB,2025-07-07,8.160237312316895,8.47675609588623,8.14045524597168,8.377843856811523,134059,8.377843856811523,0.0,0.0
METCB,2025-07-08,8.358060836791992,8.466863632202148,8.150345802307129,8.259148597717285,89878,8.259148597717285,0.0,0.0
METCB,2025-07-09,8.338278770446777,8.654796600341797,8.23936653137207,8.644906044006348,136485,8.644906044006348,0.0,0.0
METCB,2025-07-10,9.124629020690918,10.33630084991455,8.889219284057617,10.227498054504395,646332,10.227498054504395,0.0,0.0
METCB,2025-07-11,10.267062187194824,11.869436264038086,9.950544357299805,11.834816932678223,669585,11.834816932678223,0.0,0.0
METCB,2025-07-14,13.31355094909668,13.837783813476562,11.958456993103027,12.284866333007812,904845,12.284866333007812,0.0,0.0
METCB,2025-07-15,12.809100151062012,13.481700897216797,11.710187911987305,12.181009292602539,668372,12.181009292602539,0.0,0.0
METCB,2025-07-16,12.72007942199707,12.944608688354492,11.058358192443848,11.444114685058594,545940,11.444114685058594,0.0,0.0
METCB,2025-07-17,11.612264633178711,13.095945358276367,11.528189659118652,12.967358589172363,572428,12.967358589172363,0.0,0.0
METCB,2025-07-18,13.105835914611816,14.737882614135742,13.016815185546875,13.798219680786133,477091,13.798219680786133,0.0,0.0
METCB,2025-07-21,14.154302597045898,15.351137161254883,14.09990119934082,14.51038646697998,458286,14.51038646697998,0.0,0.0
METCB,2025-07-22,14.58951473236084,15.529178619384766,14.34223461151123,15.45004940032959,241528,15.45004940032959,0.0,0.0
METCB,2025-07-23,15.578635215759277,16.2215633392334,14.85657787322998,15.301682472229004,223936,15.301682472229004,0.0,0.0
METCB,2025-07-24,15.281899452209473,15.385757446289062,14.436202049255371,15.07418441772461,152257,15.07418441772461,0.0,0.0
METCB,2025-07-25,15.004945755004883,15.133530616760254,13.669633865356445,14.248269081115723,174499,14.248269081115723,0.0,0.0
METCB,2025-07-28,14.164194107055664,14.352127075195312,13.422353744506836,13.511375427246094,136182,13.511375427246094,0.0,0.0
METCB,2025-07-29,13.432245254516602,14.362017631530762,13.432245254516602,13.778436660766602,338685,13.778436660766602,0.0,0.0
METCB,2025-07-30,13.837783813476562,14.263106346130371,12.987140655517578,13.24431324005127,134261,13.24431324005127,0.0,0.0
METCB,2025-07-31,13.13550853729248,14.055391311645508,12.383777618408203,13.432245254516602,223734,13.432245254516602,0.0,0.0
METCB,2025-08-01,13.31355094909668,13.31355094909668,12.319485664367676,12.502472877502441,117074,12.502472877502441,0.0,0.0
METCB,2025-08-04,12.947577476501465,13.907023429870605,12.779425621032715,13.68941593170166,137799,13.68941593170166,0.0,0.0
METCB,2025-08-05,13.541048049926758,14.426310539245605,13.402571678161621,14.223541259765625,79869,14.223541259765625,0.0,0.0
METCB,2025-08-06,14.144411087036133,14.144411087036133,12.710187911987305,13.095945358276367,294605,13.095945358276367,0.0,0.0
METCB,2025-08-07,13.511375427246094,14.181009292602539,13.023738861083984,13.837783813476562,186934,13.837783813476562,0.0,0.0
METCB,2025-08-08,14.34223461151123,14.62017822265625,13.64985179901123,13.68941593170166,170455,13.68941593170166,0.0,0.0
METCB,2025-08-11,14.075173377990723,14.807122230529785,13.90306568145752,14.58951473236084,175307,14.58951473236084,0.0,0.0
METCB,2025-08-12,14.470821380615234,15.044509887695312,14.154302597045898,14.737882614135742,155997,14.737882614135742,0.0,0.0
METCB,2025-08-13,14.83679485321045,15.697328567504883,14.57962417602539,15.667655944824219,157514,15.667655944824219,0.0,0.0
METCB,2025-08-14,15.093965530395508,20.583581924438477,14.85657787322998,16.923837661743164,886950,16.923837661743164,0.0,0.0
METCB,2025-08-15,17.022750854492188,17.74480628967285,16.458951950073242,17.151334762573242,260939,17.151334762573242,0.0,0.0
METCB,2025-08-18,17.210681915283203,17.556873321533203,15.598417282104492,15.736893653869629,198156,15.736893653869629,0.0,0.0
METCB,2025-08-19,15.667655944824219,16.32047462463379,15.341245651245117,15.41048526763916,94326,15.41048526763916,0.0,0.0
METCB,2025-08-20,15.321463584899902,15.667655944824219,14.985162734985352,15.113748550415039,71377,15.113748550415039,0.0,0.0
METCB,2025-08-21,15.044509887695312,15.440157890319824,14.846686363220215,15.222552299499512,36396,15.222552299499512,0.0,0.0
METCB,2025-08-22,15.45004940032959,16.70623016357422,15.45004940032959,15.964391708374023,157109,15.964391708374023,0.0,0.0
METCB,2025-08-25,16.023738861083984,16.475767135620117,15.519288063049316,15.637982368469238,124656,15.637982368469238,0.0,0.0
METCB,2025-08-26,15.865480422973633,16.449060440063477,15.865480422973633,16.330366134643555,51055,16.330366134643555,0.0,0.0
METCB,2025-08-27,16.36004066467285,16.36004066467285,15.974283218383789,16.36004066467285,39631,16.36004066467285,0.0,0.0
METCB,2025-08-28,16.2215633392334,16.32047462463379,15.855588912963867,16.152324676513672,40541,16.152324676513672,0.0,0.0
METCB,2025-08-29,16.243322372436523,16.805143356323242,16.043521881103516,16.07319450378418,143966,16.07319450378418,0.0,0.0
METCB,2025-09-02,16.07319450378418,16.419387817382812,15.430267333984375,15.687438011169434,73904,15.687438011169434,0.0,0.0
METCB,2025-09-03,15.845697402954102,15.984173774719238,15.242334365844727,15.687438011169434,84924,15.687438011169434,0.0,0.0
METCB,2025-09-04,15.707221031188965,16.508407592773438,15.524232864379883,16.162216186523438,69658,16.162216186523438,0.0,0.0
METCB,2025-09-05,15.930000305175781,16.31999969482422,15.4399995803833,16.0,81000,16.0,0.0,1.011
METCB,2025-09-08,16.010000228881836,16.014999389648438,15.100000381469727,15.100000381469727,71100,15.100000381469727,0.0,0.0
METCB,2025-09-09,15.149999618530273,15.75,15.142000198364258,15.319999694824219,70000,15.319999694824219,0.0,0.0
METCB,2025-09-10,15.460000038146973,15.899999618530273,15.329999923706055,15.850000381469727,50300,15.850000381469727,0.0,0.0
METCB,2025-09-11,15.899999618530273,15.9399995803833,15.140000343322754,15.15999984741211,51800,15.15999984741211,0.0,0.0
METCB,2025-09-12,15.15999984741211,15.927000045776367,15.15999984741211,15.78499984741211,43500,15.78499984741211,0.0,0.0
METCB,2025-09-15,15.800000190734863,16.40999984741211,15.654999732971191,16.170000076293945,55800,16.170000076293945,0.0,0.0
METCB,2025-09-16,16.260000228881836,16.3799991607666,15.767000198364258,16.299999237060547,53700,16.299999237060547,0.0,0.0
METCB,2025-09-17,16.299999237060547,16.579999923706055,15.170000076293945,15.420000076293945,80200,15.420000076293945,0.0,0.0
METCB,2025-09-18,15.40999984741211,17.836999893188477,15.40999984741211,17.579999923706055,216600,17.579999923706055,0.0,0.0
METCB,2025-09-19,17.5,18.020000457763672,16.93000030517578,17.56999969482422,137300,17.56999969482422,0.0,0.0
METCB,2025-09-22,17.65999984741211,17.847999572753906,17.052000045776367,17.489999771118164,70500,17.489999771118164,0.0,0.0
METCB,2025-09-23,17.540000915527344,17.899999618530273,17.100000381469727,17.170000076293945,46300,17.170000076293945,0.0,0.0
METCB,2025-09-24,17.25,17.729999542236328,16.920000076293945,17.100000381469727,95000,17.100000381469727,0.0,0.0
METCB,2025-09-25,17.0,17.5,16.079999923706055,16.350000381469727,122900,16.350000381469727,0.0,0.0
METCB,2025-09-26,16.360000610351562,16.6299991607666,16.020000457763672,16.1200008392334,63200,16.1200008392334,0.0,0.0
METCB,2025-09-29,16.31999969482422,16.979999542236328,16.2549991607666,16.809999465942383,66300,16.809999465942383,0.0,0.0
METCB,2025-09-30,16.700000762939453,17.34000015258789,16.610000610351562,16.850000381469727,69300,16.850000381469727,0.0,0.0
METCB,2025-10-01,16.799999237060547,17.350000381469727,16.799999237060547,17.200000762939453,55000,17.200000762939453,0.0,0.0
METCB,2025-10-02,17.360000610351562,17.360000610351562,16.402999877929688,16.969999313354492,34500,16.969999313354492,0.0,0.0
METCB,2025-10-03,17.43000030517578,17.5,16.840999603271484,17.469999313354492,90800,17.469999313354492,0.0,0.0
