symbol,date,open,high,low,close,volume,adjclose,dividends
SHIP,2025-01-02,7.050000190734863,7.309999942779541,7.03000020980835,7.039999961853027,211000,6.845727920532227,0.0
SHIP,2025-01-03,7.079999923706055,7.079999923706055,6.860000133514404,6.869999885559082,183000,6.680418968200684,0.0
SHIP,2025-01-06,6.920000076293945,6.920000076293945,6.599999904632568,6.630000114440918,266700,6.447042465209961,0.0
SHIP,2025-01-07,6.670000076293945,6.860000133514404,6.630000114440918,6.849999904632568,211100,6.660971164703369,0.0
SHIP,2025-01-08,6.809999942779541,6.920000076293945,6.619999885559082,6.880000114440918,197800,6.69014310836792,0.0
SHIP,2025-01-10,7.0,7.239999771118164,6.96999979019165,7.230000019073486,395100,7.030484676361084,0.0
SHIP,2025-01-13,7.309999942779541,7.5,6.909999847412109,7.090000152587891,295600,6.894348621368408,0.0
SHIP,2025-01-14,7.110000133514404,7.119999885559082,6.829999923706055,7.039999961853027,238100,6.845727920532227,0.0
SHIP,2025-01-15,7.079999923706055,7.139999866485596,6.880000114440918,7.139999866485596,297500,6.942968368530273,0.0
SHIP,2025-01-16,7.110000133514404,7.139999866485596,6.940000057220459,7.090000152587891,350600,6.894348621368408,0.0
SHIP,2025-01-17,7.039999961853027,7.170000076293945,6.989999771118164,7.070000171661377,153700,6.874899864196777,0.0
SHIP,2025-01-21,7.110000133514404,7.230000019073486,7.059999942779541,7.110000133514404,213200,6.913796424865723,0.0
SHIP,2025-01-22,7.150000095367432,7.159999847412109,6.980000019073486,7.039999961853027,190400,6.845727920532227,0.0
SHIP,2025-01-23,7.039999961853027,7.079999923706055,6.940000057220459,6.989999771118164,130100,6.797107696533203,0.0
SHIP,2025-01-24,7.039999961853027,7.079999923706055,6.880000114440918,7.0,129700,6.806831359863281,0.0
SHIP,2025-01-27,7.019999980926514,7.300000190734863,6.929999828338623,7.21999979019165,390100,7.020761013031006,0.0
SHIP,2025-01-28,7.210000038146973,7.230000019073486,6.75,6.889999866485596,274000,6.699867248535156,0.0
SHIP,2025-01-29,6.869999885559082,7.019999980926514,6.829999923706055,6.960000038146973,157800,6.767935752868652,0.0
SHIP,2025-01-30,6.96999979019165,7.079999923706055,6.820000171661377,7.019999980926514,175200,6.826280117034912,0.0
SHIP,2025-01-31,7.03000020980835,7.099999904632568,6.929999828338623,6.929999828338623,132100,6.738763332366943,0.0
SHIP,2025-02-03,6.889999866485596,6.889999866485596,6.599999904632568,6.619999885559082,327700,6.437317848205566,0.0
SHIP,2025-02-04,6.699999809265137,6.960000038146973,6.599999904632568,6.690000057220459,273700,6.505386829376221,0.0
SHIP,2025-02-05,6.710000038146973,6.829999923706055,6.670000076293945,6.710000038146973,119000,6.524834632873535,0.0
SHIP,2025-02-06,6.760000228881836,6.829999923706055,6.610000133514404,6.650000095367432,131400,6.466490268707275,0.0
SHIP,2025-02-07,6.659999847412109,6.710000038146973,6.559999942779541,6.659999847412109,200600,6.4762139320373535,0.0
SHIP,2025-02-10,6.699999809265137,6.929999828338623,6.659999847412109,6.909999847412109,263000,6.719315052032471,0.0
SHIP,2025-02-11,6.900000095367432,6.949999809265137,6.809999942779541,6.920000076293945,145500,6.729039669036865,0.0
SHIP,2025-02-12,6.900000095367432,6.96999979019165,6.829999923706055,6.929999828338623,196600,6.738763332366943,0.0
SHIP,2025-02-13,6.929999828338623,7.070000171661377,6.849999904632568,6.920000076293945,183600,6.729039669036865,0.0
SHIP,2025-02-14,6.989999771118164,7.019999980926514,6.889999866485596,7.0,313100,6.806831359863281,0.0
SHIP,2025-02-18,7.050000190734863,7.489999771118164,7.0,7.230000019073486,355200,7.030484676361084,0.0
SHIP,2025-02-19,7.300000190734863,7.360000133514404,7.0,7.150000095367432,274200,6.952692985534668,0.0
SHIP,2025-02-20,7.150000095367432,7.420000076293945,7.0,7.340000152587891,346700,7.137449741363525,0.0
SHIP,2025-02-21,7.369999885559082,7.409999847412109,7.0,7.010000228881836,210300,6.816556453704834,0.0
SHIP,2025-02-24,7.039999961853027,7.099999904632568,6.929999828338623,6.949999809265137,203300,6.758211612701416,0.0
SHIP,2025-02-25,6.980000019073486,7.159999847412109,6.980000019073486,7.010000228881836,122300,6.816556453704834,0.0
SHIP,2025-02-26,7.199999809265137,7.25,7.139999866485596,7.150000095367432,169900,6.952692985534668,0.0
SHIP,2025-02-27,7.150000095367432,7.150000095367432,6.800000190734863,6.869999885559082,243500,6.680418968200684,0.0
SHIP,2025-02-28,6.900000095367432,7.050000190734863,6.869999885559082,6.900000095367432,168200,6.709591865539551,0.0
SHIP,2025-03-03,6.989999771118164,7.070000171661377,6.840000152587891,6.920000076293945,166900,6.729039669036865,0.0
SHIP,2025-03-04,6.869999885559082,6.960000038146973,6.699999809265137,6.880000114440918,184800,6.69014310836792,0.0
SHIP,2025-03-05,6.960000038146973,7.050000190734863,6.829999923706055,6.900000095367432,157400,6.709591865539551,0.0
SHIP,2025-03-06,6.96999979019165,7.190000057220459,6.880000114440918,7.070000171661377,361800,6.874899864196777,0.0
SHIP,2025-03-07,7.119999885559082,7.409999847412109,7.079999923706055,7.090000152587891,264900,6.894348621368408,0.0
SHIP,2025-03-10,7.019999980926514,7.019999980926514,6.829999923706055,6.880000114440918,265000,6.69014310836792,0.0
SHIP,2025-03-11,6.889999866485596,7.0,6.820000171661377,6.949999809265137,215900,6.758211612701416,0.0
SHIP,2025-03-12,7.050000190734863,7.489999771118164,7.019999980926514,7.349999904632568,488000,7.1471734046936035,0.0
SHIP,2025-03-13,7.349999904632568,7.730000019073486,7.260000228881836,7.329999923706055,351200,7.127725601196289,0.0
SHIP,2025-03-14,7.320000171661377,7.489999771118164,7.230000019073486,7.309999942779541,210700,7.108277320861816,0.0
SHIP,2025-03-17,7.349999904632568,7.53000020980835,7.349999904632568,7.420000076293945,161600,7.2152419090271,0.0
SHIP,2025-03-18,7.400000095367432,7.460000038146973,7.21999979019165,7.269999980926514,142300,7.069381237030029,0.0
SHIP,2025-03-19,7.25,7.420000076293945,7.159999847412109,7.21999979019165,171400,7.020761013031006,0.0
SHIP,2025-03-20,7.190000057220459,7.400000095367432,7.139999866485596,7.260000228881836,126300,7.059657096862793,0.0
SHIP,2025-03-21,7.230000019073486,7.230000019073486,7.0,7.070000171661377,259900,6.874899864196777,0.0
SHIP,2025-03-24,7.059999942779541,7.210000038146973,7.050000190734863,7.059999942779541,141500,6.865176200866699,0.0
SHIP,2025-03-25,7.059999942779541,7.119999885559082,7.019999980926514,7.039999961853027,146200,6.845727920532227,0.0
SHIP,2025-03-26,7.019999980926514,7.059999942779541,6.909999847412109,6.929999828338623,157100,6.738763332366943,0.0
SHIP,2025-03-27,6.869999885559082,6.920000076293945,6.730000019073486,6.809999942779541,196000,6.719030380249023,0.1
SHIP,2025-03-28,6.840000152587891,6.840000152587891,6.579999923706055,6.639999866485596,225800,6.5513014793396,0.0
SHIP,2025-03-31,6.519999980926514,6.53000020980835,6.239999771118164,6.400000095367432,335000,6.314507484436035,0.0
SHIP,2025-04-01,6.409999847412109,6.46999979019165,6.329999923706055,6.460000038146973,107000,6.373705863952637,0.0
SHIP,2025-04-02,6.420000076293945,6.480000019073486,6.300000190734863,6.340000152587891,201500,6.255309104919434,0.0
SHIP,2025-04-03,6.170000076293945,6.170000076293945,5.78000020980835,5.78000020980835,488800,5.702789306640625,0.0
SHIP,2025-04-04,5.800000190734863,5.829999923706055,5.099999904632568,5.139999866485596,663000,5.071338653564453,0.0
SHIP,2025-04-07,4.909999847412109,5.559999942779541,4.78000020980835,5.409999847412109,427200,5.337731838226318,0.0
SHIP,2025-04-08,5.619999885559082,5.75,5.019999980926514,5.110000133514404,315300,5.041739463806152,0.0
SHIP,2025-04-09,5.090000152587891,5.579999923706055,4.880000114440918,5.46999979019165,177800,5.39693021774292,0.0
SHIP,2025-04-10,5.440000057220459,5.510000228881836,5.28000020980835,5.340000152587891,152500,5.268667221069336,0.0
SHIP,2025-04-11,5.369999885559082,5.519999980926514,5.21999979019165,5.369999885559082,96400,5.298266410827637,0.0
SHIP,2025-04-14,5.380000114440918,5.590000152587891,5.360000133514404,5.380000114440918,120100,5.308132648468018,0.0
SHIP,2025-04-15,5.360000133514404,5.489999771118164,5.269999980926514,5.320000171661377,60700,5.248934268951416,0.0
SHIP,2025-04-16,5.329999923706055,5.420000076293945,5.300000190734863,5.369999885559082,92500,5.298266410827637,0.0
SHIP,2025-04-17,5.369999885559082,5.480000019073486,5.329999923706055,5.46999979019165,59900,5.39693021774292,0.0
SHIP,2025-04-21,5.46999979019165,5.46999979019165,5.199999809265137,5.239999771118164,58700,5.1700029373168945,0.0
SHIP,2025-04-22,5.269999980926514,5.320000171661377,5.139999866485596,5.239999771118164,56200,5.1700029373168945,0.0
SHIP,2025-04-23,5.300000190734863,5.590000152587891,5.300000190734863,5.559999942779541,111000,5.4857282638549805,0.0
SHIP,2025-04-24,5.599999904632568,5.789999961853027,5.5,5.789999961853027,99500,5.712655544281006,0.0
SHIP,2025-04-25,5.75,5.820000171661377,5.630000114440918,5.730000019073486,92400,5.6534576416015625,0.0
SHIP,2025-04-28,5.71999979019165,5.840000152587891,5.699999809265137,5.789999961853027,72000,5.712655544281006,0.0
SHIP,2025-04-29,5.739999771118164,5.900000095367432,5.730000019073486,5.820000171661377,56300,5.742255210876465,0.0
SHIP,2025-04-30,5.840000152587891,5.840000152587891,5.599999904632568,5.630000114440918,58600,5.554793357849121,0.0
SHIP,2025-05-01,5.630000114440918,5.75,5.53000020980835,5.599999904632568,70800,5.52519416809082,0.0
SHIP,2025-05-02,5.679999828338623,5.820000171661377,5.630000114440918,5.739999771118164,60400,5.663323879241943,0.0
SHIP,2025-05-05,5.699999809265137,5.840000152587891,5.699999809265137,5.75,51800,5.673190116882324,0.0
SHIP,2025-05-06,5.690000057220459,5.849999904632568,5.5,5.510000228881836,111300,5.43639612197876,0.0
SHIP,2025-05-07,5.5,5.510000228881836,5.369999885559082,5.420000076293945,80900,5.347598552703857,0.0
SHIP,2025-05-08,5.489999771118164,5.579999923706055,5.409999847412109,5.539999961853027,72000,5.465995788574219,0.0
SHIP,2025-05-09,5.590000152587891,5.679999828338623,5.550000190734863,5.599999904632568,43100,5.52519416809082,0.0
SHIP,2025-05-12,5.909999847412109,6.179999828338623,5.860000133514404,5.980000019073486,164700,5.90011739730835,0.0
SHIP,2025-05-13,5.980000019073486,6.130000114440918,5.909999847412109,6.110000133514404,100900,6.02838134765625,0.0
SHIP,2025-05-14,6.139999866485596,6.139999866485596,5.929999828338623,5.980000019073486,106000,5.90011739730835,0.0
SHIP,2025-05-15,6.03000020980835,6.199999809265137,5.949999809265137,6.150000095367432,78700,6.067846775054932,0.0
SHIP,2025-05-16,6.150000095367432,6.230000019073486,6.090000152587891,6.139999866485596,119200,6.057980537414551,0.0
SHIP,2025-05-19,6.099999904632568,6.119999885559082,5.980000019073486,5.989999771118164,70400,5.909984111785889,0.0
SHIP,2025-05-20,5.980000019073486,6.25,5.980000019073486,6.179999828338623,92500,6.097445964813232,0.0
SHIP,2025-05-21,6.170000076293945,6.260000228881836,6.010000228881836,6.039999961853027,58100,5.959316253662109,0.0
SHIP,2025-05-22,6.0,6.039999961853027,5.829999923706055,5.929999828338623,76300,5.850785732269287,0.0
SHIP,2025-05-23,5.880000114440918,6.050000190734863,5.809999942779541,6.019999980926514,62200,5.9395833015441895,0.0
SHIP,2025-05-27,6.199999809265137,6.5,5.900000095367432,6.309999942779541,201200,6.225709915161133,0.0
SHIP,2025-05-28,6.25,6.309999942779541,6.199999809265137,6.300000190734863,80200,6.215843200683594,0.0
SHIP,2025-05-29,6.289999961853027,6.539999961853027,6.210000038146973,6.210000038146973,153200,6.127045631408691,0.0
SHIP,2025-05-30,6.159999847412109,6.25,6.099999904632568,6.230000019073486,104300,6.146778106689453,0.0
SHIP,2025-06-02,6.349999904632568,6.5,6.21999979019165,6.420000076293945,100900,6.334239959716797,0.0
SHIP,2025-06-03,6.369999885559082,6.559999942779541,6.150000095367432,6.489999771118164,118700,6.403304576873779,0.0
SHIP,2025-06-04,6.5,6.699999809265137,6.409999847412109,6.5,245800,6.413171768188477,0.0
SHIP,2025-06-05,6.5,6.579999923706055,6.360000133514404,6.420000076293945,226700,6.334239959716797,0.0
SHIP,2025-06-06,6.420000076293945,6.570000171661377,6.400000095367432,6.420000076293945,88400,6.334239959716797,0.0
SHIP,2025-06-09,6.440000057220459,6.579999923706055,6.420000076293945,6.510000228881836,65400,6.423038482666016,0.0
SHIP,2025-06-10,6.550000190734863,6.579999923706055,6.480000019073486,6.559999942779541,99100,6.472370147705078,0.0
SHIP,2025-06-11,6.570000171661377,6.920000076293945,6.559999942779541,6.829999923706055,167500,6.738763332366943,0.0
SHIP,2025-06-12,6.869999885559082,6.940000057220459,6.730000019073486,6.809999942779541,180400,6.719030380249023,0.0
SHIP,2025-06-13,6.730000019073486,6.920000076293945,6.699999809265137,6.869999885559082,118900,6.778228759765625,0.0
SHIP,2025-06-16,6.929999828338623,7.010000228881836,6.78000020980835,6.880000114440918,160300,6.788095474243164,0.0
SHIP,2025-06-17,6.929999828338623,6.96999979019165,6.809999942779541,6.840000152587891,70900,6.748630046844482,0.0
SHIP,2025-06-18,6.849999904632568,6.880000114440918,6.699999809265137,6.760000228881836,58000,6.669698715209961,0.0
SHIP,2025-06-20,6.849999904632568,6.869999885559082,6.570000171661377,6.570000171661377,82300,6.482236862182617,0.0
SHIP,2025-06-23,6.550000190734863,6.650000095367432,6.440000057220459,6.489999771118164,98600,6.403304576873779,0.0
SHIP,2025-06-24,6.489999771118164,6.630000114440918,6.429999828338623,6.460000038146973,49400,6.373705863952637,0.0
SHIP,2025-06-25,6.53000020980835,6.639999866485596,6.429999828338623,6.579999923706055,58600,6.492103099822998,0.0
SHIP,2025-06-26,6.599999904632568,6.699999809265137,6.559999942779541,6.559999942779541,59200,6.472370147705078,0.0
SHIP,2025-06-27,6.519999980926514,6.739999771118164,6.46999979019165,6.559999942779541,140700,6.522080898284912,0.05
SHIP,2025-06-30,6.5,6.579999923706055,6.300000190734863,6.309999942779541,186800,6.273526191711426,0.0
SHIP,2025-07-01,6.300000190734863,6.389999866485596,6.110000133514404,6.269999980926514,128100,6.233757019042969,0.0
SHIP,2025-07-02,6.28000020980835,6.539999961853027,6.230000019073486,6.510000228881836,77300,6.472370147705078,0.0
SHIP,2025-07-03,6.550000190734863,6.559999942779541,6.400000095367432,6.46999979019165,64700,6.432600975036621,0.0
SHIP,2025-07-07,6.400000095367432,6.519999980926514,6.340000152587891,6.480000019073486,58700,6.4425435066223145,0.0
SHIP,2025-07-08,6.440000057220459,6.599999904632568,6.429999828338623,6.539999961853027,46000,6.502196311950684,0.0
SHIP,2025-07-09,6.510000228881836,6.510000228881836,6.320000171661377,6.329999923706055,54800,6.293410301208496,0.0
SHIP,2025-07-10,6.389999866485596,6.800000190734863,6.389999866485596,6.760000228881836,191700,6.720925331115723,0.0
SHIP,2025-07-11,6.849999904632568,6.940000057220459,6.619999885559082,6.880000114440918,186000,6.840231418609619,0.0
SHIP,2025-07-14,6.860000133514404,6.860000133514404,6.699999809265137,6.769999980926514,68600,6.7308669090271,0.0
SHIP,2025-07-15,6.75,6.75,6.570000171661377,6.570000171661377,45600,6.5320234298706055,0.0
SHIP,2025-07-16,6.639999866485596,6.789999961853027,6.550000190734863,6.760000228881836,92700,6.720925331115723,0.0
SHIP,2025-07-17,6.849999904632568,7.170000076293945,6.829999923706055,7.03000020980835,160600,6.9893646240234375,0.0
SHIP,2025-07-18,7.03000020980835,7.03000020980835,6.71999979019165,6.800000190734863,57600,6.7606940269470215,0.0
SHIP,2025-07-21,6.809999942779541,6.960000038146973,6.730000019073486,6.78000020980835,48600,6.740809440612793,0.0
SHIP,2025-07-22,6.849999904632568,7.010000228881836,6.829999923706055,6.96999979019165,140500,6.929710865020752,0.0
