symbol,date,open,high,low,close,volume,adjclose,dividends
BGC,2025-01-02,9.140000343322754,9.390000343322754,9.079999923706055,9.329999923706055,2773000,9.271903038024902,0.0
BGC,2025-01-03,9.449999809265137,9.600000381469727,9.34000015258789,9.5,2552700,9.440844535827637,0.0
BGC,2025-01-06,9.510000228881836,9.5600004196167,9.359999656677246,9.470000267028809,2990000,9.411030769348145,0.0
BGC,2025-01-07,9.460000038146973,9.670000076293945,9.239999771118164,9.529999732971191,3372300,9.470657348632812,0.0
BGC,2025-01-08,9.430000305175781,9.609999656677246,9.350000381469727,9.569999694824219,3041700,9.510408401489258,0.0
BGC,2025-01-10,9.420000076293945,9.550000190734863,9.329999923706055,9.470000267028809,2538600,9.411030769348145,0.0
BGC,2025-01-13,9.319999694824219,9.5600004196167,9.3100004196167,9.449999809265137,2647400,9.391155242919922,0.0
BGC,2025-01-14,9.550000190734863,9.600000381469727,9.199999809265137,9.229999542236328,2901600,9.172524452209473,0.0
BGC,2025-01-15,9.449999809265137,9.489999771118164,9.239999771118164,9.399999618530273,1906200,9.341466903686523,0.0
BGC,2025-01-16,9.449999809265137,9.600000381469727,9.319999694824219,9.359999656677246,2756700,9.301714897155762,0.0
BGC,2025-01-17,9.489999771118164,9.489999771118164,9.270000457763672,9.319999694824219,2341100,9.261964797973633,0.0
BGC,2025-01-21,9.399999618530273,9.470000267028809,9.329999923706055,9.460000038146973,2083400,9.401093482971191,0.0
BGC,2025-01-22,9.470000267028809,9.539999961853027,9.369999885559082,9.399999618530273,1678700,9.341466903686523,0.0
BGC,2025-01-23,9.3100004196167,9.619999885559082,9.289999961853027,9.59000015258789,2045400,9.53028392791748,0.0
BGC,2025-01-24,9.5,9.609999656677246,9.3100004196167,9.479999542236328,2293800,9.420969009399414,0.0
BGC,2025-01-27,9.420000076293945,9.449999809265137,9.25,9.430000305175781,3083100,9.3712797164917,0.0
BGC,2025-01-28,9.380000114440918,9.5,9.34000015258789,9.369999885559082,1674300,9.311654090881348,0.0
BGC,2025-01-29,9.34000015258789,9.4399995803833,9.289999961853027,9.369999885559082,2124900,9.311654090881348,0.0
BGC,2025-01-30,9.420000076293945,9.600000381469727,9.380000114440918,9.59000015258789,1818000,9.53028392791748,0.0
BGC,2025-01-31,9.569999694824219,9.699999809265137,9.470000267028809,9.539999961853027,2651800,9.480594635009766,0.0
BGC,2025-02-03,9.329999923706055,9.630000114440918,9.300000190734863,9.569999694824219,2014500,9.510408401489258,0.0
BGC,2025-02-04,9.5600004196167,9.75,9.510000228881836,9.619999885559082,3395600,9.560096740722656,0.0
BGC,2025-02-05,9.619999885559082,9.670000076293945,9.359999656677246,9.380000114440918,1649700,9.321590423583984,0.0
BGC,2025-02-06,9.4399995803833,9.579999923706055,9.369999885559082,9.420000076293945,3159700,9.361343383789062,0.0
BGC,2025-02-07,9.470000267028809,9.59000015258789,9.40999984741211,9.550000190734863,2928600,9.490533828735352,0.0
BGC,2025-02-10,9.569999694824219,9.609999656677246,9.180000305175781,9.210000038146973,3667200,9.152649879455566,0.0
BGC,2025-02-11,9.140000343322754,9.300000190734863,9.020000457763672,9.279999732971191,2258600,9.222213745117188,0.0
BGC,2025-02-12,9.149999618530273,9.550000190734863,9.119999885559082,9.460000038146973,2288800,9.401093482971191,0.0
BGC,2025-02-13,9.489999771118164,9.640000343322754,9.460000038146973,9.489999771118164,2601600,9.43090534210205,0.0
