symbol,date,open,high,low,close,volume,adjclose,splits
NKTR,2025-01-02,14.399999618530273,15.300000190734863,13.949999809265137,14.399999618530273,60607,14.399999618530273,0.0
NKTR,2025-01-03,14.399999618530273,17.399999618530273,14.399999618530273,16.5,186353,16.5,0.0
NKTR,2025-01-06,17.25,18.299999237060547,16.950000762939453,17.549999237060547,177080,17.549999237060547,0.0
NKTR,2025-01-07,17.549999237060547,18.75,17.100000381469727,17.850000381469727,168380,17.850000381469727,0.0
NKTR,2025-01-08,18.450000762939453,18.600000381469727,16.799999237060547,17.100000381469727,122920,17.100000381469727,0.0
NKTR,2025-01-10,16.5,16.799999237060547,15.300000190734863,15.449999809265137,110093,15.449999809265137,0.0
NKTR,2025-01-13,15.149999618530273,15.149999618530273,13.949999809265137,14.399999618530273,120127,14.399999618530273,0.0
NKTR,2025-01-14,14.850000381469727,14.850000381469727,13.050000190734863,13.5,74113,13.5,0.0
NKTR,2025-01-15,13.949999809265137,14.399999618530273,13.5,13.649999618530273,89453,13.649999618530273,0.0
NKTR,2025-01-16,13.5,13.949999809265137,13.199999809265137,13.350000381469727,73573,13.350000381469727,0.0
NKTR,2025-01-17,13.350000381469727,14.100000381469727,13.199999809265137,13.350000381469727,119520,13.350000381469727,0.0
NKTR,2025-01-21,13.649999618530273,14.100000381469727,12.600000381469727,13.5,56273,13.5,0.0
NKTR,2025-01-22,13.800000190734863,14.399999618530273,13.350000381469727,13.800000190734863,51133,13.800000190734863,0.0
NKTR,2025-01-23,13.800000190734863,13.949999809265137,13.350000381469727,13.350000381469727,85480,13.350000381469727,0.0
NKTR,2025-01-24,13.350000381469727,13.5,13.050000190734863,13.199999809265137,99893,13.199999809265137,0.0
NKTR,2025-01-27,13.350000381469727,13.800000190734863,12.899999618530273,13.199999809265137,89533,13.199999809265137,0.0
NKTR,2025-01-28,13.050000190734863,13.199999809265137,12.600000381469727,12.600000381469727,73873,12.600000381469727,0.0
NKTR,2025-01-29,12.300000190734863,13.050000190734863,12.0,12.600000381469727,110887,12.600000381469727,0.0
NKTR,2025-01-30,12.899999618530273,12.899999618530273,12.300000190734863,12.75,66680,12.75,0.0
NKTR,2025-01-31,13.350000381469727,13.350000381469727,12.449999809265137,12.449999809265137,53427,12.449999809265137,0.0
NKTR,2025-02-03,12.449999809265137,12.899999618530273,12.0,12.149999618530273,54453,12.149999618530273,0.0
NKTR,2025-02-04,12.0,12.300000190734863,11.550000190734863,11.699999809265137,107393,11.699999809265137,0.0
NKTR,2025-02-05,11.399999618530273,12.149999618530273,10.800000190734863,11.399999618530273,208320,11.399999618530273,0.0
NKTR,2025-02-06,11.25,11.699999809265137,10.5,10.5,114273,10.5,0.0
NKTR,2025-02-07,10.649999618530273,10.800000190734863,9.899999618530273,10.199999809265137,224887,10.199999809265137,0.0
NKTR,2025-02-10,10.5,10.800000190734863,10.050000190734863,10.5,560853,10.5,0.0
NKTR,2025-02-11,10.649999618530273,10.649999618530273,9.75,9.899999618530273,277133,9.899999618530273,0.0
NKTR,2025-02-12,9.899999618530273,11.699999809265137,9.75,10.949999809265137,324740,10.949999809265137,0.0
NKTR,2025-02-13,12.149999618530273,14.100000381469727,11.550000190734863,13.350000381469727,542653,13.350000381469727,0.0
NKTR,2025-02-14,13.949999809265137,16.200000762939453,13.5,14.699999809265137,459087,14.699999809265137,0.0
NKTR,2025-02-18,15.300000190734863,15.899999618530273,14.699999809265137,15.899999618530273,226100,15.899999618530273,0.0
NKTR,2025-02-19,15.449999809265137,15.600000381469727,14.550000190734863,15.0,227260,15.0,0.0
NKTR,2025-02-20,14.699999809265137,14.699999809265137,13.800000190734863,14.399999618530273,110160,14.399999618530273,0.0
NKTR,2025-02-21,14.699999809265137,15.0,13.800000190734863,13.949999809265137,81260,13.949999809265137,0.0
NKTR,2025-02-24,13.5,14.25,12.449999809265137,12.75,153733,12.75,0.0
NKTR,2025-02-25,12.449999809265137,13.800000190734863,12.0,13.050000190734863,186767,13.050000190734863,0.0
NKTR,2025-02-26,12.899999618530273,13.649999618530273,11.699999809265137,11.699999809265137,157107,11.699999809265137,0.0
NKTR,2025-02-27,11.550000190734863,12.600000381469727,11.399999618530273,12.0,87220,12.0,0.0
NKTR,2025-02-28,11.850000381469727,12.75,11.699999809265137,12.600000381469727,77620,12.600000381469727,0.0
NKTR,2025-03-03,12.899999618530273,12.899999618530273,12.0,12.0,86833,12.0,0.0
NKTR,2025-03-04,12.0,13.050000190734863,11.550000190734863,12.600000381469727,122713,12.600000381469727,0.0
NKTR,2025-03-05,12.75,13.199999809265137,12.449999809265137,12.899999618530273,58133,12.899999618530273,0.0
NKTR,2025-03-06,12.75,13.949999809265137,12.300000190734863,12.899999618530273,96153,12.899999618530273,0.0
NKTR,2025-03-07,12.899999618530273,13.350000381469727,12.600000381469727,13.199999809265137,56087,13.199999809265137,0.0
NKTR,2025-03-10,12.600000381469727,12.75,12.0,12.300000190734863,87720,12.300000190734863,0.0
NKTR,2025-03-11,12.149999618530273,12.75,11.850000381469727,12.300000190734863,87793,12.300000190734863,0.0
NKTR,2025-03-12,12.600000381469727,12.75,12.0,12.300000190734863,114653,12.300000190734863,0.0
NKTR,2025-03-13,13.199999809265137,13.949999809265137,12.149999618530273,12.300000190734863,93247,12.300000190734863,0.0
NKTR,2025-03-14,13.5,14.25,12.600000381469727,13.5,169200,13.5,0.0
NKTR,2025-03-17,13.800000190734863,14.399999618530273,13.199999809265137,13.649999618530273,139627,13.649999618530273,0.0
NKTR,2025-03-18,13.649999618530273,13.800000190734863,12.75,13.199999809265137,71527,13.199999809265137,0.0
NKTR,2025-03-19,13.050000190734863,13.5,12.600000381469727,13.5,46060,13.5,0.0
NKTR,2025-03-20,13.350000381469727,14.100000381469727,12.75,13.050000190734863,54533,13.050000190734863,0.0
NKTR,2025-03-21,12.75,13.050000190734863,12.300000190734863,12.899999618530273,93753,12.899999618530273,0.0
NKTR,2025-03-24,13.050000190734863,13.800000190734863,12.300000190734863,12.899999618530273,105707,12.899999618530273,0.0
NKTR,2025-03-25,12.899999618530273,13.350000381469727,12.149999618530273,12.600000381469727,98433,12.600000381469727,0.0
NKTR,2025-03-26,12.300000190734863,12.600000381469727,11.25,12.0,150053,12.0,0.0
NKTR,2025-03-27,12.0,12.0,11.25,11.399999618530273,126447,11.399999618530273,0.0
NKTR,2025-03-28,11.399999618530273,11.850000381469727,11.100000381469727,11.100000381469727,86773,11.100000381469727,0.0
NKTR,2025-03-31,10.5,10.800000190734863,10.050000190734863,10.199999809265137,234900,10.199999809265137,0.0
NKTR,2025-04-01,10.350000381469727,10.350000381469727,9.600000381469727,9.600000381469727,148267,9.600000381469727,0.0
NKTR,2025-04-02,9.600000381469727,10.050000190734863,9.300000190734863,9.899999618530273,172187,9.899999618530273,0.0
NKTR,2025-04-03,9.600000381469727,9.899999618530273,8.699999809265137,9.0,249587,9.0,0.0
NKTR,2025-04-04,8.699999809265137,9.0,7.949999809265137,8.25,315447,8.25,0.0
NKTR,2025-04-07,7.949999809265137,8.25,7.050000190734863,7.349999904632568,294167,7.349999904632568,0.0
NKTR,2025-04-08,8.399999618530273,8.699999809265137,7.050000190734863,7.349999904632568,208667,7.349999904632568,0.0
NKTR,2025-04-09,7.199999809265137,7.949999809265137,6.449999809265137,7.650000095367432,242153,7.650000095367432,0.0
NKTR,2025-04-10,7.5,8.100000381469727,7.050000190734863,7.5,68367,7.5,0.0
NKTR,2025-04-11,8.100000381469727,9.75,7.949999809265137,9.300000190734863,535487,9.300000190734863,0.0
NKTR,2025-04-14,9.449999809265137,9.75,8.699999809265137,9.0,186793,9.0,0.0
NKTR,2025-04-15,9.0,10.199999809265137,8.850000381469727,9.600000381469727,162407,9.600000381469727,0.0
NKTR,2025-04-16,9.300000190734863,10.050000190734863,8.850000381469727,9.149999618530273,150927,9.149999618530273,0.0
NKTR,2025-04-17,9.0,9.899999618530273,9.0,9.600000381469727,133027,9.600000381469727,0.0
NKTR,2025-04-21,9.449999809265137,9.75,9.149999618530273,9.449999809265137,86633,9.449999809265137,0.0
NKTR,2025-04-22,9.449999809265137,10.050000190734863,9.449999809265137,9.899999618530273,72193,9.899999618530273,0.0
NKTR,2025-04-23,10.199999809265137,10.649999618530273,10.050000190734863,10.350000381469727,83187,10.350000381469727,0.0
NKTR,2025-04-24,10.350000381469727,11.25,10.350000381469727,11.100000381469727,137793,11.100000381469727,0.0
NKTR,2025-04-25,11.25,12.149999618530273,11.100000381469727,11.699999809265137,210880,11.699999809265137,0.0
NKTR,2025-04-28,11.850000381469727,12.0,10.649999618530273,11.399999618530273,121033,11.399999618530273,0.0
NKTR,2025-04-29,11.25,11.550000190734863,10.800000190734863,11.100000381469727,63413,11.100000381469727,0.0
NKTR,2025-04-30,11.25,12.300000190734863,10.800000190734863,12.0,161027,12.0,0.0
NKTR,2025-05-01,12.0,12.300000190734863,11.100000381469727,11.699999809265137,115733,11.699999809265137,0.0
NKTR,2025-05-02,11.850000381469727,12.0,11.100000381469727,11.25,93320,11.25,0.0
NKTR,2025-05-05,11.100000381469727,11.399999618530273,10.199999809265137,10.350000381469727,114573,10.350000381469727,0.0
NKTR,2025-05-06,10.050000190734863,10.350000381469727,9.449999809265137,9.600000381469727,99647,9.600000381469727,0.0
NKTR,2025-05-07,9.600000381469727,9.600000381469727,8.850000381469727,9.149999618530273,188973,9.149999618530273,0.0
NKTR,2025-05-08,9.149999618530273,9.449999809265137,8.550000190734863,9.300000190734863,220213,9.300000190734863,0.0
NKTR,2025-05-09,9.0,9.449999809265137,8.550000190734863,8.850000381469727,128253,8.850000381469727,0.0
NKTR,2025-05-12,9.300000190734863,10.949999809265137,9.149999618530273,10.649999618530273,243127,10.649999618530273,0.0
NKTR,2025-05-13,10.649999618530273,11.100000381469727,9.899999618530273,10.649999618530273,203340,10.649999618530273,0.0
NKTR,2025-05-14,10.5,10.949999809265137,10.350000381469727,10.800000190734863,88500,10.800000190734863,0.0
NKTR,2025-05-15,10.649999618530273,10.649999618530273,9.600000381469727,10.199999809265137,125960,10.199999809265137,0.0
NKTR,2025-05-16,10.199999809265137,10.649999618530273,9.899999618530273,10.350000381469727,95760,10.350000381469727,0.0
NKTR,2025-05-19,9.899999618530273,10.5,9.75,10.5,75160,10.5,0.0
NKTR,2025-05-20,10.199999809265137,10.5,9.899999618530273,10.350000381469727,109613,10.350000381469727,0.0
NKTR,2025-05-21,10.350000381469727,10.350000381469727,9.300000190734863,9.449999809265137,157107,9.449999809265137,0.0
NKTR,2025-05-22,9.300000190734863,9.899999618530273,9.149999618530273,9.899999618530273,71360,9.899999618530273,0.0
NKTR,2025-05-23,9.449999809265137,9.75,9.300000190734863,9.75,70087,9.75,0.0
NKTR,2025-05-27,10.350000381469727,10.350000381469727,9.449999809265137,10.050000190734863,89373,10.050000190734863,0.0
NKTR,2025-05-28,9.899999618530273,10.5,9.600000381469727,10.5,94720,10.5,0.0
NKTR,2025-05-29,10.649999618530273,11.100000381469727,10.199999809265137,11.100000381469727,125987,11.100000381469727,0.0
NKTR,2025-05-30,11.100000381469727,11.25,10.050000190734863,10.800000190734863,145233,10.800000190734863,0.0
NKTR,2025-06-02,11.100000381469727,12.300000190734863,10.5,12.0,158100,12.0,0.0
NKTR,2025-06-03,11.850000381469727,12.449999809265137,11.100000381469727,11.25,163660,11.25,0.0
NKTR,2025-06-04,11.399999618530273,11.699999809265137,10.800000190734863,11.25,91453,11.25,0.0
NKTR,2025-06-05,10.5,10.649999618530273,9.600000381469727,10.050000190734863,254600,10.050000190734863,0.0
NKTR,2025-06-06,10.350000381469727,10.350000381469727,9.899999618530273,10.050000190734863,136520,10.050000190734863,0.0
NKTR,2025-06-09,10.34000015258789,11.020000457763672,8.760000228881836,8.789999961853027,736300,8.789999961853027,0.06666666666666667
NKTR,2025-06-10,8.8100004196167,11.649999618530273,8.180000305175781,11.350000381469727,1426800,11.350000381469727,0.0
NKTR,2025-06-11,11.25,11.399999618530273,9.3100004196167,9.550000190734863,501500,9.550000190734863,0.0
NKTR,2025-06-12,9.539999961853027,9.539999961853027,8.75,8.760000228881836,454800,8.760000228881836,0.0
NKTR,2025-06-13,8.420000076293945,9.130000114440918,8.220000267028809,8.59000015258789,441300,8.59000015258789,0.0
NKTR,2025-06-16,8.5600004196167,9.59000015258789,7.989999771118164,9.25,889500,9.25,0.0
NKTR,2025-06-17,9.170000076293945,9.710000038146973,8.630000114440918,8.729999542236328,382400,8.729999542236328,0.0
NKTR,2025-06-18,8.670000076293945,9.270000457763672,8.369999885559082,8.609999656677246,449600,8.609999656677246,0.0
NKTR,2025-06-20,8.390000343322754,8.859999656677246,8.270000457763672,8.510000228881836,371500,8.510000228881836,0.0
NKTR,2025-06-23,8.359999656677246,9.75,8.350000381469727,9.539999961853027,1527000,9.539999961853027,0.0
NKTR,2025-06-24,19.920000076293945,27.68000030517578,16.559999465942383,24.450000762939453,37172700,24.450000762939453,0.0
NKTR,2025-06-25,24.8799991607666,37.380001068115234,23.329999923706055,29.1200008392334,26108100,29.1200008392334,0.0
NKTR,2025-06-26,31.149999618530273,33.810001373291016,27.100000381469727,29.68000030517578,7039800,29.68000030517578,0.0
NKTR,2025-06-27,29.209999084472656,29.260000228881836,25.299999237060547,25.760000228881836,4785200,25.760000228881836,0.0
NKTR,2025-06-30,27.079999923706055,27.989999771118164,25.030000686645508,25.84000015258789,2473000,25.84000015258789,0.0
NKTR,2025-07-01,24.959999084472656,25.739999771118164,24.190000534057617,24.59000015258789,3868100,24.59000015258789,0.0
NKTR,2025-07-02,24.06999969482422,26.59000015258789,24.06999969482422,25.530000686645508,2076400,25.530000686645508,0.0
NKTR,2025-07-03,25.290000915527344,26.43000030517578,23.809999465942383,24.760000228881836,994100,24.760000228881836,0.0
NKTR,2025-07-07,24.0,24.329999923706055,22.09000015258789,23.469999313354492,1640900,23.469999313354492,0.0
NKTR,2025-07-08,23.809999465942383,23.979999542236328,21.8700008392334,22.729999542236328,1456000,22.729999542236328,0.0
NKTR,2025-07-09,23.25,23.969999313354492,22.610000610351562,23.360000610351562,1275600,23.360000610351562,0.0
NKTR,2025-07-10,24.09000015258789,25.56999969482422,22.670000076293945,25.100000381469727,1621900,25.100000381469727,0.0
NKTR,2025-07-11,24.81999969482422,26.290000915527344,23.860000610351562,25.010000228881836,1207600,25.010000228881836,0.0
NKTR,2025-07-14,24.610000610351562,25.149999618530273,23.65999984741211,24.40999984741211,743700,24.40999984741211,0.0
NKTR,2025-07-15,24.520000457763672,24.729999542236328,23.059999465942383,23.799999237060547,1157400,23.799999237060547,0.0
NKTR,2025-07-16,24.010000228881836,24.639999389648438,23.059999465942383,24.139999389648438,958300,24.139999389648438,0.0
NKTR,2025-07-17,24.139999389648438,26.889999389648438,23.450000762939453,26.670000076293945,1311300,26.670000076293945,0.0
NKTR,2025-07-18,26.6200008392334,27.719999313354492,24.510000228881836,24.940000534057617,1102300,24.940000534057617,0.0
NKTR,2025-07-21,24.979999542236328,25.649999618530273,24.309999465942383,24.790000915527344,597800,24.790000915527344,0.0
NKTR,2025-07-22,24.639999389648438,25.59000015258789,23.559999465942383,24.479999542236328,580100,24.479999542236328,0.0
NKTR,2025-07-23,24.899999618530273,26.350000381469727,24.530000686645508,25.0,904700,25.0,0.0
NKTR,2025-07-24,25.229999542236328,25.989999771118164,24.299999237060547,24.579999923706055,745200,24.579999923706055,0.0
NKTR,2025-07-25,24.549999237060547,25.149999618530273,24.0,25.0,457000,25.0,0.0
