timestamp,open,high,low,close,volume
2025-07-21 10:04:00,8.45,8.45,8.45,8.45,100
2025-07-21 10:19:00,8.39,8.39,8.39,8.39,240
2025-07-21 10:20:00,8.0,8.0,8.0,8.0,620
2025-07-21 10:41:00,7.99,8.0,7.99,8.0,1000
2025-07-21 10:42:00,8.0,8.45,8.0,8.45,647
2025-07-21 10:59:00,8.09,8.09,8.07,8.07,223
2025-07-21 12:20:00,8.08,8.08,8.08,8.08,450
2025-07-21 13:01:00,8.1,8.1,8.1,8.1,215
2025-07-21 14:00:00,8.39,8.39,8.07,8.07,1687
2025-07-21 14:14:00,8.0719,8.0719,8.0719,8.0719,574
2025-07-21 14:23:00,8.35,8.35,8.35,8.35,947
2025-07-21 14:47:00,8.39,8.46,8.39,8.46,300
2025-07-21 14:48:00,8.4599,8.46,8.4599,8.46,1455
2025-07-21 14:50:00,8.5,8.5,8.5,8.5,349
2025-07-21 14:52:00,8.63,8.63,8.63,8.63,105
2025-07-21 14:54:00,8.65,8.65,8.65,8.65,100
2025-07-21 14:56:00,8.7899,8.79,8.78,8.79,1530
2025-07-21 14:57:00,8.79,8.79,8.7899,8.7899,626
2025-07-21 15:00:00,8.79,8.79,8.7899,8.7899,800
2025-07-21 15:06:00,8.68,8.68,8.68,8.68,1011
2025-07-21 15:08:00,8.63,8.63,8.63,8.63,256
2025-07-21 15:30:00,8.39,8.39,8.39,8.39,243
2025-07-21 15:33:00,8.62,8.62,8.5917,8.5917,801
2025-07-21 15:34:00,8.4124,8.4124,8.4124,8.4124,150
2025-07-21 15:35:00,8.5873,8.5873,8.5873,8.5873,343
2025-07-21 15:36:00,8.589,8.589,8.589,8.589,250
2025-07-21 15:37:00,8.62,8.62,8.62,8.62,503
2025-07-21 15:38:00,8.49,8.5,8.49,8.5,1660
2025-07-21 15:41:00,8.55,8.55,8.55,8.55,202
2025-07-21 15:43:00,8.31,8.31,8.31,8.31,120
2025-07-21 15:45:00,8.2276,8.2276,8.2276,8.2276,200
2025-07-21 15:48:00,8.29,8.29,8.29,8.29,100
2025-07-21 15:53:00,8.1447,8.1447,8.1447,8.1447,175
2025-07-21 15:56:00,8.52,8.52,8.52,8.52,410
2025-07-21 16:01:00,8.29,8.29,8.29,8.29,851
2025-07-21 16:04:00,8.3177,8.3177,8.3177,8.3177,307
2025-07-21 16:11:00,8.361,8.361,8.32,8.32,1101
2025-07-21 16:18:00,8.4851,8.5,8.455,8.455,930
2025-07-21 16:19:00,8.45,8.45,8.45,8.45,1171
2025-07-21 16:21:00,8.3698,8.37,8.31,8.31,813
2025-07-21 16:24:00,8.33,8.33,8.33,8.33,303
2025-07-21 16:30:00,8.3156,8.3156,8.31,8.31,357
