"Ticker"	"Sector"	"Nombre"	"%Var"	"bars"	"Último"	"Volumen"	"Spread"	"Inserción"	"Anterior"	"Apertura"
"TSHA"	"Health Care"	"TAYSHA GENE THERAPIES INC."	"-3,51%"	"38"	"2,75(c)"	"4.063k"	""	"19:42:34"	"2,85"	"2,83"
"RPAY"	"Industrials"	"REPAY HOLDINGS CORP."	"-4,42%"	"36"	"4,33(c)"	"2.454k"	""	"19:42:28"	"4,53"	"4,51"
"SLS"	"Health Care"	"SELLAS LIFE SCIENCES GROUP"	"+7,39%"	"32"	"1,89(c)"	"3.108k"	""	"19:42:34"	"1,76"	"1,95"
"BTOG"	"Financials"	"BIT ORIGIN LTD."	"-1,22%"	"32"	"0,1701(c)"	"10,8M"	""	"19:42:28"	"0,1722"	"0,1786"
"SABR"	"Technology"	"SABRE CORP."	"-1,16%"	"31"	"2,55(c)"	"5.527k"	""	"19:42:28"	"2,58"	"2,56"
"PACB"	"Health Care"	"PACIFIC BIOSCIENCES OF CALIFORNIA"	"-2,09%"	"31"	"0,9218(c)"	"7.386k"	""	"19:42:28"	"0,9415"	"0,9548"
"ESPR"	"Health Care"	"ESPERION THERAPEUTICS INC."	"-1,58%"	"30"	"0,7903(c)"	"7.358k"	""	"19:42:34"	"0,8030"	"0,8000"

