"Ticker"	"Sector"	"Nombre"	"%Var"	"bars"	"Último"	"Volumen"	"Spread"	"Inserción"	"Anterior"	"Apertura"
"GEVO"	"Basic Materials"	"GEVO INC."	"+2,78%"	"101"	"1,11(c)"	"2.224k"	""	"19:47:49"	"1,08"	"1,09"
"REKR"	"Telecommunications"	"REKOR SYSTEMS INC."	"-0,98%"	"99"	"1,01(c)"	"2.571k"	""	"19:47:55"	"1,02"	"1,03"
"JBLU"	"Consumer Discret."	"JETBLUE AIRWAYS"	"+0,00%"	"81"	"4,93(c)"	"15,9M"	""	"19:47:49"	"4,93"	"4,93"

