"Ticker"	"Sector"	"Nombre"	"%Var"	"bars"	"Último"	"Volumen"	"Spread"	"Inserción"	"Anterior"	"Apertura"
"PSTV"	"Health Care"	"PLUS THERAPEUTICS INC."	"-4,47%"	"55"	"0,2990(c)"	"1.441k"	""	"19:45:49"	"0,3130"	"0,3130"
"XERS"	"Health Care"	"XERIS BIOPHARMA HLD."	"-1,02%"	"55"	"4,83(c)"	"1.452k"	""	"19:45:49"	"4,88"	"4,85"
"ONDS"	"Telecommunications"	"ONDAS HOLDINGS INC."	"+1,92%"	"52"	"0,9268(c)"	"5.116k"	""	"19:45:49"	"0,9093"	"0,9100"

