ticker,category,snapshots,persistence_pct
SST,Top Losers,5,1.5723270440251573
SST,Unusual Volume,22,6.918238993710692
STAK,Top Losers,1,0.3144654088050315
STIM,Insider Buying,1,0.3144654088050315
STTK,New High,1,0.3144654088050315
STX,New High,4,1.257861635220126
SVC,Insider Buying,8,2.515723270440252
SWMR,Top Gainers,15,4.716981132075472
SWMR,Top Losers,15,4.716981132075472
TABD,Unusual Volume,24,7.547169811320755
TANH,New Low,7,2.20125786163522
TAOX,Top Losers,11,3.459119496855346
TBMC,Top Losers,9,2.8301886792452833
TBN,New High,25,7.861635220125786
TDIC,Top Gainers,11,3.459119496855346
TDIC,Unusual Volume,9,2.8301886792452833
TDTH,New Low,10,3.1446540880503147
TEL,Insider Selling,1,0.3144654088050315
TER,Insider Selling,2,0.628930817610063
TGEN,Insider Buying,1,0.3144654088050315
TH,New High,10,3.1446540880503147
TH,Overbought,1,0.3144654088050315
TIVC,Insider Buying,6,1.8867924528301887
TKLF,Unusual Volume,1,0.3144654088050315
TLYS,New High,45,14.150943396226415
TLYS,Overbought,147,46.22641509433962
TMCI,Top Gainers,2,0.628930817610063
TMCR,Top Gainers,1,0.3144654088050315
TMCR,Top Losers,2,0.628930817610063
TMDE,Top Gainers,26,8.176100628930817
TMDE,Top Losers,15,4.716981132075472
TMTS,New High,7,2.20125786163522
TOI,Insider Buying,24,7.547169811320755
TOP,Unusual Volume,22,6.918238993710692
TOST,Insider Selling,1,0.3144654088050315
TOUR,Insider Buying,3,0.9433962264150944
TOYO,New High,4,1.257861635220126
TPL,Insider Buying,13,4.088050314465408
TROO,Top Losers,1,0.3144654088050315
TRT,Insider Selling,1,0.3144654088050315
TRUG,New Low,25,7.861635220125786
TTC,Insider Selling,1,0.3144654088050315
TTMI,New High,44,13.836477987421384
TURB,Top Gainers,11,3.459119496855346
TURB,Top Losers,25,7.861635220125786
TWST,Insider Selling,1,0.3144654088050315
TZA,Most Active,1,0.3144654088050315
UAMY,Insider Selling,5,1.5723270440251573
UBXG,New Low,5,1.5723270440251573
UBXG,Top Losers,10,3.1446540880503147
UCAR,Most Active,25,7.861635220125786
UCAR,New Low,12,3.7735849056603774
UCAR,Top Gainers,68,21.38364779874214
UCAR,Top Losers,19,5.9748427672955975
UGRO,New High,3,0.9433962264150944
UGRO,Overbought,19,5.9748427672955975
UGRO,Top Gainers,37,11.635220125786164
UGRO,Top Losers,14,4.40251572327044
UGRO,Unusual Volume,1,0.3144654088050315
UMH,Insider Buying,2,0.628930817610063
UNIT,New High,10,3.1446540880503147
UNP,Insider Selling,1,0.3144654088050315
USEG,New Low,7,2.20125786163522
UTHR,New High,25,7.861635220125786
UUU,Insider Selling,3,0.9433962264150944
VACH,New High,4,1.257861635220126
VALN,Top Losers,1,0.3144654088050315
VCEL,Insider Selling,2,0.628930817610063
VCIC,Oversold,11,3.459119496855346
VELO,Top Losers,7,2.20125786163522
VERI,Top Losers,1,0.3144654088050315
VFS,New High,17,5.345911949685535
VFS,Overbought,14,4.40251572327044
VICR,Insider Selling,4,1.257861635220126
VIPS,Insider Selling,1,0.3144654088050315
VIST,New High,25,7.861635220125786
VIVO,Top Gainers,13,4.088050314465408
VNRX,Most Active,2,0.628930817610063
VNRX,New Low,1,0.3144654088050315
VRAX,New Low,50,15.723270440251572
VRDN,Top Losers,30,9.433962264150944
VSA,Top Gainers,18,5.660377358490567
VSA,Top Losers,5,1.5723270440251573
VSA,Unusual Volume,15,4.716981132075472
VSME,New Low,17,5.345911949685535
VTEX,Insider Selling,2,0.628930817610063
VYGR,Insider Selling,1,0.3144654088050315
W,Insider Selling,2,0.628930817610063
WAMA,Unusual Volume,3,0.9433962264150944
WDC,New High,1,0.3144654088050315
WFF,New Low,17,5.345911949685535
WGRX,Most Active,2,0.628930817610063
WGRX,Top Gainers,3,0.9433962264150944
WGRX,Unusual Volume,1,0.3144654088050315
WIMA,Unusual Volume,3,0.9433962264150944
WKSP,Top Losers,1,0.3144654088050315
WNW,New Low,15,4.716981132075472
WNW,Top Losers,2,0.628930817610063
WSHP,New Low,1,0.3144654088050315
WSHP,Top Losers,1,0.3144654088050315
WSR,New High,25,7.861635220125786
WVE,Top Losers,26,8.176100628930817
XBOX,Unusual Volume,1,0.3144654088050315
XNDU,Top Losers,1,0.3144654088050315
XRTX,New Low,1,0.3144654088050315
XRTX,Top Losers,1,0.3144654088050315
XTKG,New Low,10,3.1446540880503147
XTKG,Top Losers,10,3.1446540880503147
XVOL,Unusual Volume,4,1.257861635220126
XXII,New Low,9,2.8301886792452833
XXII,Top Losers,5,1.5723270440251573
YDDL,New High,44,13.836477987421384
YDDL,Top Losers,51,16.037735849056602
YMT,New Low,25,7.861635220125786
YMT,Top Gainers,12,3.7735849056603774
YMT,Unusual Volume,26,8.176100628930817
YUM,Insider Selling,1,0.3144654088050315
ZGM,Top Gainers,1,0.3144654088050315
ZLAB,Insider Selling,2,0.628930817610063
ZNB,New Low,2,0.628930817610063
ZNB,Top Losers,2,0.628930817610063
ZNTL,New High,55,17.29559748427673
ZNTL,Overbought,7,2.20125786163522
ZNTL,Top Gainers,44,13.836477987421384
ZSPC,Insider Selling,1,0.3144654088050315
ZSPC,New Low,10,3.1446540880503147
