symbol,date,open,high,low,close,volume
GLND,2026-02-19,10.34,10.36,10.32,10.32,22895.0
GLND,2026-02-20,10.32,10.35,10.28,10.32,105959.0
GLND,2026-02-23,10.3,10.33,10.28,10.3,82290.0
GLND,2026-02-24,10.31,10.34,10.28,10.29,202833.0
GLND,2026-02-25,10.3,10.3,10.29,10.29,34589.0
GLND,2026-02-26,10.3,10.35,10.28,10.29,792472.0
GLND,2026-02-27,10.29,10.29,10.25,10.27,148121.0
GLND,2026-03-02,10.28,10.29,10.26,10.27,217871.0
GLND,2026-03-03,10.29,10.29,10.27,10.27,222109.0
GLND,2026-03-04,10.29,10.29,10.27,10.27,155075.0
GLND,2026-03-05,10.28,10.28,10.27,10.27,23331.0
GLND,2026-03-06,10.29,10.29,10.27,10.28,58440.0
GLND,2026-03-09,10.29,10.29,10.27,10.28,136283.0
GLND,2026-03-10,10.3,10.3,10.28,10.28,315765.0
GLND,2026-03-11,10.28,10.31,10.28,10.29,707087.0
GLND,2026-03-12,10.3,10.32,10.29,10.3,630571.0
GLND,2026-03-13,10.29,10.4,9.43,9.44,162635.0
GLND,2026-03-16,9.26,12.48,9.02,10.16,249702.0
GLND,2026-03-17,10.53,11.1,10.25,10.32,147332.0
GLND,2026-03-18,10.45,10.45,10.17,10.34,67631.0
GLND,2026-03-19,10.29,10.84,10.18,10.18,64935.0
GLND,2026-03-20,10.12,10.49,7.52,7.54,184722.0
GLND,2026-03-23,7.7,8.5,7.63,7.95,54618.0
GLND,2026-03-24,7.8,9.8,7.79,9.33,94815.0
GLND,2026-03-25,9.17,9.33,8.05,9.33,111474.0
GLND,2026-03-26,14.8,23.0,10.78,13.0,2662470.0
GLND,2026-03-27,12.95,13.0,7.1,8.21,1769999.0
GLND,2026-03-30,9.21,12.8,8.61,11.26,6043575.0
GLND,2026-03-31,10.03,10.18,8.33,8.75,902505.0
GLND,2026-04-01,8.7,8.99,7.35,8.43,878807.0
GLND,2026-04-02,8.75,8.83,7.7,8.13,689844.0
GLND,2026-04-06,7.74,7.96,7.08,7.91,767041.0
GLND,2026-04-07,7.28,7.63,6.68,7.21,1060313.0
GLND,2026-04-08,6.9,9.0,6.5,8.64,1008452.0
GLND,2026-04-09,8.28,8.95,7.69,7.86,474377.0
GLND,2026-04-10,7.76,8.14,7.52,7.68,296245.0
GLND,2026-04-13,7.1,7.35,6.11,6.34,664586.0
GLND,2026-04-14,6.14,6.14,5.5,5.67,409377.0
GLND,2026-04-15,5.5,5.6,5.14,5.49,375581.0
GLND,2026-04-16,5.84,6.35,5.65,6.21,460619.0
ARTL,2026-02-10,4.26,4.35,4.1286,4.32,2779.330554
ARTL,2026-02-11,4.26,4.2885,3.9,3.99,11317.655349
ARTL,2026-02-12,4.05,4.05,3.5403,3.87,12232.987767
ARTL,2026-02-13,3.81,3.8331,3.54,3.6,6557.993442
ARTL,2026-02-17,3.69,3.69,3.39,3.39,8173.32516
ARTL,2026-02-18,3.465,3.75,3.3,3.57,12464.987535
ARTL,2026-02-19,3.6,4.38,3.6,4.23,21036.64563
ARTL,2026-02-20,4.23,4.5,3.96,3.96,19969.646697
ARTL,2026-02-23,3.9,3.9,3.66,3.72,5182.328151
ARTL,2026-02-24,3.72,4.185,3.72,3.9,6946.993053
ARTL,2026-02-25,3.99,4.0107,3.63,3.63,1668.998331
ARTL,2026-02-26,3.81,3.96,3.63,3.72,3145.663521
ARTL,2026-02-27,3.75,3.8247,3.495,3.57,6957.326376
ARTL,2026-03-02,3.51,3.51,3.36,3.42,5268.661398
ARTL,2026-03-03,3.42,3.54,3.15,3.3,8408.658258
ARTL,2026-03-04,3.39,3.705,3.39,3.6,15120.318213
ARTL,2026-03-05,3.63,3.6876,3.51,3.51,1114.332219
ARTL,2026-03-06,3.57,3.75,3.303,3.42,11819.654847
ARTL,2026-03-09,3.69,3.96,3.3,3.51,78760.587906
ARTL,2026-03-10,3.7,4.38,3.33,4.05,102913.0
ARTL,2026-03-11,4.04,4.4,3.78,4.14,52885.0
ARTL,2026-03-12,4.03,4.41,3.88,3.9,31468.0
ARTL,2026-03-13,3.93,4.05,3.75,3.76,17649.0
ARTL,2026-03-16,3.87,4.78,3.8,4.15,114423.0
ARTL,2026-03-17,4.38,4.9,4.14,4.85,27583.0
ARTL,2026-03-18,6.12,8.34,6.08,7.31,33331815.0
ARTL,2026-03-19,6.7,7.18,6.03,7.16,620754.0
ARTL,2026-03-20,8.4,9.8,7.62,7.97,8557206.0
ARTL,2026-03-23,7.72,8.6,6.41,7.66,382221.0
ARTL,2026-03-24,7.21,7.59,4.65,5.79,420904.0
ARTL,2026-03-25,4.85,5.78,4.24,4.85,724992.0
ARTL,2026-03-26,2.96,4.53,2.95,3.19,1354200.0
ARTL,2026-03-27,7.99,19.91,7.45,10.54,44982981.0
ARTL,2026-03-30,7.67,9.2,7.05,8.73,1595309.0
ARTL,2026-03-31,10.13,10.56,7.11,7.58,1735406.0
ARTL,2026-04-01,7.2,9.39,7.2,7.84,606304.0
ARTL,2026-04-02,7.47,8.1,7.0,7.04,300170.0
ARTL,2026-04-06,6.83,6.94,6.15,6.61,106173.0
ARTL,2026-04-07,6.61,7.49,6.29,7.29,644003.0
ARTL,2026-04-08,6.8,7.1,6.53,6.84,175759.0
ARTL,2026-04-09,6.47,6.91,6.2,6.51,127185.0
ARTL,2026-04-10,6.32,6.5,5.56,5.95,72616.0
ARTL,2026-04-13,5.71,5.85,5.08,5.67,79768.0
ARTL,2026-04-14,5.58,5.81,5.35,5.41,43404.0
ARTL,2026-04-15,5.3,5.48,5.14,5.31,50822.0
ARTL,2026-04-16,5.1,5.13,4.18,4.52,344116.0
WSHP,2026-02-11,43.0,47.0,35.74,47.0,3382.0
WSHP,2026-02-12,40.5,42.5,36.05,36.5,5652.0
WSHP,2026-02-13,33.51,44.26,33.48,37.41,4261.0
WSHP,2026-02-17,35.18,36.5,29.0,33.47,3032.0
WSHP,2026-02-18,35.4,39.58,30.0,37.9,5309.0
WSHP,2026-02-19,34.11,41.0,32.3601,41.0,5440.0
WSHP,2026-02-20,34.07,34.07,22.0,22.53,72050.0
WSHP,2026-02-23,21.42,21.42,14.49,16.0,45429.0
WSHP,2026-02-24,14.31,19.49,13.66,18.75,70840.0
WSHP,2026-02-25,17.34,22.54,17.34,20.56,27607.0
WSHP,2026-02-26,18.61,22.4,18.61,21.23,14073.0
WSHP,2026-02-27,20.01,22.0,18.25,19.26,33844.0
WSHP,2026-03-02,20.9099,22.0,18.64,18.64,62534.0
WSHP,2026-03-03,17.19,21.72,16.32,19.49,35477.0
WSHP,2026-03-04,17.66,20.31,16.72,16.72,71431.0
WSHP,2026-03-05,17.57,18.52,16.5641,17.48,26553.0
WSHP,2026-03-06,17.36,18.39,15.49,16.45,34899.0
WSHP,2026-03-09,16.1,17.0,14.3217,15.815,31920.0
WSHP,2026-03-10,15.51,17.05,14.79,15.48,16174.0
WSHP,2026-03-11,15.12,19.8999,15.12,17.04,38007.0
WSHP,2026-03-12,16.4467,17.15,15.21,16.4,16083.0
WSHP,2026-03-13,17.79,17.92,16.0,16.2,11921.0
WSHP,2026-03-16,16.16,16.77,13.1,13.1,48196.0
WSHP,2026-03-17,13.86,13.86,11.0,11.67,16162.0
WSHP,2026-03-18,11.3975,11.69,10.06,10.26,17936.0
WSHP,2026-03-19,10.15,10.6125,9.5801,10.28,2482.0
WSHP,2026-03-20,10.3,13.9199,9.89,11.67,38002.0
WSHP,2026-03-23,8.81,10.4999,7.11,8.5,275173.0
WSHP,2026-03-24,8.02,8.6309,7.19,7.43,70079.0
WSHP,2026-03-25,7.65,8.3289,7.0,7.65,61954.0
WSHP,2026-03-26,7.42,7.655,6.74,6.81,38882.0
WSHP,2026-03-27,6.77,6.98,5.5401,5.81,34533.0
WSHP,2026-03-30,5.97,6.3056,5.1,5.1,37849.0
WSHP,2026-03-31,5.35,8.35,5.0401,7.46,3048006.0
WSHP,2026-04-01,7.18,7.19,6.0,6.24,188265.0
WSHP,2026-04-02,5.81,6.47,5.63,5.85,100330.0
WSHP,2026-04-06,5.84,6.44,5.29,5.54,67627.0
WSHP,2026-04-07,5.5,5.6,4.95,4.95,39143.0
WSHP,2026-04-08,5.49,5.49,5.0933,5.32,23404.0
WSHP,2026-04-09,5.36,5.3746,5.012,5.18,18889.0
WSHP,2026-04-10,5.1,5.6,5.1,5.11,35198.0
WSHP,2026-04-13,5.02,6.4,5.0005,5.72,105521.0
WSHP,2026-04-14,6.02,6.1,5.6,5.6,27127.0
WSHP,2026-04-15,5.85,8.9999,5.85,8.22,193654.0
WSHP,2026-04-16,24.06,40.87,15.44,17.22,9008782.0
MGN,2026-02-11,1.79,1.89,1.7101,1.89,9031.0
MGN,2026-02-12,1.89,2.1,1.87,2.1,46923.0
MGN,2026-02-13,2.09,2.13,1.98,2.07,7254.0
MGN,2026-02-17,2.04,2.06,1.7701,2.01,6806.0
MGN,2026-02-18,1.98,2.05,1.97,2.05,13343.0
MGN,2026-02-19,1.925,2.04,1.925,2.04,850.0
MGN,2026-02-20,2.04,2.06,2.04,2.06,100.0
MGN,2026-02-23,1.99,2.12,1.8,1.95,519864.0
MGN,2026-02-24,2.0,2.0,1.7,1.8,150039.0
MGN,2026-02-25,1.8,1.8212,1.0,1.23,220401.0
MGN,2026-02-26,1.42,2.2,1.1,1.8,2285705.0
MGN,2026-02-27,1.71,2.1,1.7,2.0,146547.0
MGN,2026-03-02,2.0,2.55,1.975,2.43,602722.0
MGN,2026-03-03,2.29,3.05,2.277,2.98,1556937.0
MGN,2026-03-04,3.01,3.18,2.5036,2.99,1119239.0
MGN,2026-03-05,3.01,3.05,2.802,2.93,124478.0
MGN,2026-03-06,2.82,3.09,2.8,2.98,2003759.0
MGN,2026-03-09,3.0,3.05,2.65,2.65,3104345.0
MGN,2026-03-10,2.8,2.9146,2.51,2.62,3328668.0
MGN,2026-03-11,2.64,3.11,2.56,3.02,1932811.0
MGN,2026-03-12,3.02,3.14,2.8,2.96,1741143.0
MGN,2026-03-13,3.02,3.29,2.8101,3.26,538434.0
MGN,2026-03-16,3.22,3.6,2.95,3.53,2659243.0
MGN,2026-03-17,3.53,3.91,3.41,3.78,206336.0
MGN,2026-03-18,3.89,4.08,3.75,3.89,881868.0
MGN,2026-03-19,3.88,4.24,3.67,4.23,1098765.0
MGN,2026-03-20,4.26,4.75,4.2105,4.7,864257.0
MGN,2026-03-23,4.71,4.835,4.1,4.1,1041248.0
MGN,2026-03-24,3.95,4.65,3.9,4.61,1214658.0
MGN,2026-03-25,4.82,5.18,4.22,4.24,17624104.0
MGN,2026-03-26,0.4232,0.4681,0.255,0.2801,30962222.0
MGN,2026-03-27,0.23,0.2401,0.165,0.1688,13643306.0
MGN,2026-03-30,0.15,0.1542,0.1282,0.1413,6695508.0
MGN,2026-03-31,0.1721,0.195,0.1606,0.1752,19262951.0
MGN,2026-04-01,0.169,0.1732,0.1484,0.1555,3751604.0
MGN,2026-04-02,0.1426,0.1499,0.1407,0.1497,1639238.0
MGN,2026-04-06,0.1504,0.2197,0.1494,0.1702,32516354.0
MGN,2026-04-07,0.2023,0.3583,0.1905,0.235,246027946.0
MGN,2026-04-08,0.241,0.2655,0.222,0.238,12681028.0
MGN,2026-04-09,0.2277,0.2323,0.1985,0.2036,3631733.0
MGN,2026-04-10,0.2331,0.269,0.2269,0.2441,27453012.0
MGN,2026-04-13,0.2355,0.2619,0.2348,0.2348,3325604.0
MGN,2026-04-14,0.2338,0.2425,0.2299,0.237,1636863.0
MGN,2026-04-15,0.2263,0.2412,0.2111,0.2326,2355004.0
MGN,2026-04-16,0.2241,0.24,0.2139,0.2201,901811.0
MGRT,2026-02-11,4.81,5.88,4.81,5.81,3315.0
MGRT,2026-02-12,5.95,17.51,5.95,12.34,610029.0
MGRT,2026-02-13,7.21,8.66,6.45,7.47,155020.0
MGRT,2026-02-17,7.18,7.4,6.5,7.07,45399.0
MGRT,2026-02-18,6.8,7.22,6.36,6.73,13183.0
MGRT,2026-02-19,6.7,6.7,6.15,6.2,19547.0
MGRT,2026-02-20,5.74,6.49,5.74,6.49,8541.0
MGRT,2026-02-23,6.05,6.66,6.05,6.19,5971.0
MGRT,2026-02-24,6.09,6.39,5.84,6.35,4663.0
MGRT,2026-02-25,6.15,6.33,6.05,6.16,4492.0
MGRT,2026-02-26,6.12,6.38,6.05,6.26,31181.0
MGRT,2026-02-27,6.2,6.58,6.12,6.56,11625.0
MGRT,2026-03-02,6.3,6.84,6.3,6.7,7206.0
MGRT,2026-03-03,6.45,7.4,6.37,7.39,65538.0
MGRT,2026-03-04,7.2,7.86,7.1,7.78,60565.0
MGRT,2026-03-05,7.74,8.2,7.67,8.0,67987.0
MGRT,2026-03-06,7.99,8.76,7.74,8.49,14497.0
MGRT,2026-03-09,8.29,8.7,8.03,8.3,3313.0
MGRT,2026-03-10,7.52,8.04,7.02,8.04,1630.0
MGRT,2026-03-11,8.24,8.41,7.99,8.32,1150.0
MGRT,2026-03-12,8.15,8.63,7.51,8.59,15496.0
MGRT,2026-03-13,8.26,8.39,8.2,8.39,902.0
MGRT,2026-03-16,8.65,9.2,8.42,9.0,6945.0
MGRT,2026-03-17,8.87,9.0,8.2,8.5,2894.0
MGRT,2026-03-18,8.5,8.5,8.0,8.1,2979.0
MGRT,2026-03-19,8.05,8.14,7.02,7.02,13004.0
MGRT,2026-03-20,7.02,8.05,7.02,7.46,10662.0
MGRT,2026-03-23,7.65,7.7,7.65,7.65,600.0
MGRT,2026-03-24,7.62,8.24,7.1,7.85,2290.0
MGRT,2026-03-25,8.13,8.13,7.79,7.83,1236.0
MGRT,2026-03-26,7.79,7.9,7.79,7.86,870.0
MGRT,2026-03-27,8.0,8.45,7.9,8.1,1150.0
MGRT,2026-03-30,7.94,7.94,6.11,6.46,16295.0
MGRT,2026-03-31,6.5,6.5,6.46,6.46,513.0
MGRT,2026-04-01,7.07,16.91,6.91,12.26,1179244.0
MGRT,2026-04-02,10.24,15.99,10.12,14.99,90841.0
MGRT,2026-04-06,15.13,31.85,13.5,19.08,187221.0
MGRT,2026-04-07,18.51,29.95,18.46,27.65,124108.0
MGRT,2026-04-08,31.56,44.88,31.56,43.75,107482.0
MGRT,2026-04-09,49.4,64.5,28.01,48.62,85520.0
MGRT,2026-04-10,46.38,54.0,33.0,49.3,24761.0
MGRT,2026-04-13,46.0,52.88,43.0,49.24,16160.0
MGRT,2026-04-14,48.46,77.0,47.72,73.3,28376.0
MGRT,2026-04-15,72.05,76.01,68.0,68.37,14097.0
MGRT,2026-04-16,72.5,170.0,68.37,97.05,25910.0
WNW,2026-02-10,156.69,156.69,147.0,147.0,49.16
WNW,2026-02-11,141.0,153.0,141.0,143.0,29.96
WNW,2026-02-12,152.28,153.16,140.87,147.0,87.37
WNW,2026-02-13,144.0,152.0,142.0,148.0,42.81
WNW,2026-02-17,150.0,151.97,147.0,147.0,46.7
WNW,2026-02-18,150.6,150.75,141.0,143.0,69.66
WNW,2026-02-19,141.0,141.5,139.98,140.0,12.83
WNW,2026-02-20,147.7,147.7,137.5,140.0,44.51
WNW,2026-02-23,145.0,152.0,140.01,144.0,46.98
WNW,2026-02-24,150.58,158.0,144.0,144.0,43.33
WNW,2026-02-25,147.16,154.0,137.0,153.0,202.79
WNW,2026-02-26,151.0,156.0,150.0,154.0,76.59
WNW,2026-02-27,154.0,156.41,154.0,154.0,21.26
WNW,2026-03-02,150.0,156.0,150.0,152.5,57.63
WNW,2026-03-03,152.0,157.0,151.0,153.0,27.0
WNW,2026-03-04,154.0,158.59,154.0,158.5,51.84
WNW,2026-03-05,159.0,161.0,154.39,159.0,43.83
WNW,2026-03-06,160.0,169.0,160.0,169.0,24.64
WNW,2026-03-09,168.0,187.0,168.0,186.0,356.92
WNW,2026-03-10,187.0,187.0,170.0,183.0,330.73
WNW,2026-03-11,181.0,188.0,177.0,181.0,682.93
WNW,2026-03-12,187.0,187.0,171.0,179.0,375.87
WNW,2026-03-13,180.5,187.0,179.0,180.0,137.72
WNW,2026-03-16,225.0,1352.0,185.0,215.0,1471953.27
WNW,2026-03-17,92.0,94.0,43.0,43.07,969670.58
WNW,2026-03-18,29.0,29.1,17.0,20.01,822023.52
WNW,2026-03-19,11.01,12.99,10.1,12.03,827516.41
WNW,2026-03-20,13.83,18.41,12.54,14.9,2531627.98
WNW,2026-03-23,15.79,19.34,11.68,13.58,1221118.07
WNW,2026-03-24,14.0,14.0,11.93,13.03,209202.97
WNW,2026-03-25,12.65,13.17,11.02,11.2,170052.86
WNW,2026-03-26,10.56,10.56,8.31,9.09,209160.64
WNW,2026-03-27,10.0,10.23,8.32,8.58,155109.79
WNW,2026-03-30,8.45,8.55,7.2,7.7,106810.69
WNW,2026-03-31,7.68,8.1,7.31,8.1,50322.12
WNW,2026-04-01,6.75,6.75,5.47,5.86,367314.31
WNW,2026-04-02,4.61,5.44,4.61,5.06,126966.23
WNW,2026-04-06,4.83,5.43,3.9,4.1,196431.0
WNW,2026-04-07,3.62,3.74,3.3,3.45,141775.0
WNW,2026-04-08,3.47,4.06,3.47,3.88,221487.0
WNW,2026-04-09,3.64,3.65,3.44,3.58,51399.0
WNW,2026-04-10,3.59,3.65,3.33,3.44,59771.0
WNW,2026-04-13,3.38,3.48,3.22,3.28,61666.0
WNW,2026-04-14,3.29,3.33,3.2,3.2,34907.0
WNW,2026-04-15,3.16,3.28,3.12,3.16,43688.0
WNW,2026-04-16,3.7,5.09,3.43,4.45,3516053.0
COCP,2026-02-11,0.9604,0.979,0.9,0.9546,26981.0
COCP,2026-02-12,0.96,0.96,0.9007,0.93,18302.0
COCP,2026-02-13,0.93,0.9801,0.93,0.9649,7225.0
COCP,2026-02-17,0.94,0.95,0.9047,0.93,59600.0
COCP,2026-02-18,0.93,1.0072,0.93,0.98,31407.0
COCP,2026-02-19,1.02,1.0299,0.9452,0.98,19200.0
COCP,2026-02-20,0.9849,1.01,0.96,1.01,28268.0
COCP,2026-02-23,1.01,1.05,0.9803,1.01,33858.0
COCP,2026-02-24,0.99,1.01,0.9601,0.995,44192.0
COCP,2026-02-25,0.9801,1.0495,0.9801,1.035,17427.0
COCP,2026-02-26,1.04,1.11,1.03,1.06,84874.0
COCP,2026-02-27,1.03,1.083,0.99,1.05,44443.0
COCP,2026-03-02,1.03,1.0799,1.01,1.05,33682.0
COCP,2026-03-03,1.02,1.06,1.02,1.06,29229.0
COCP,2026-03-04,1.05,1.06,1.0,1.03,38395.0
COCP,2026-03-05,1.03,1.03,0.9801,0.9999,19319.0
COCP,2026-03-06,0.99,1.04,0.9863,1.01,15720.0
COCP,2026-03-09,1.03,1.0338,0.9931,1.03,42640.0
COCP,2026-03-10,1.04,1.0736,1.04,1.065,50585.0
COCP,2026-03-11,1.06,1.06,1.0102,1.03,21271.0
COCP,2026-03-12,1.05,1.05,1.01,1.01,35997.0
COCP,2026-03-13,1.02,1.0474,1.01,1.03,12530.0
COCP,2026-03-16,1.02,1.09,1.005,1.08,114949.0
COCP,2026-03-17,1.05,1.12,1.05,1.11,70180.0
COCP,2026-03-18,1.11,1.14,1.085,1.13,49854.0
COCP,2026-03-19,1.11,1.11,1.07,1.09,12705.0
COCP,2026-03-20,1.09,1.11,1.03,1.03,29854.0
COCP,2026-03-23,1.03,1.11,1.03,1.08,25862.0
COCP,2026-03-24,1.03,1.115,1.03,1.06,44185.0
COCP,2026-03-25,1.08,1.1,1.06,1.08,28557.0
COCP,2026-03-26,1.06,1.08,1.02,1.03,25534.0
COCP,2026-03-27,1.03,1.0594,1.03,1.03,14261.0
COCP,2026-03-30,1.03,1.04,1.0,1.0,64054.0
COCP,2026-03-31,1.0,1.057,1.0,1.01,18343.0
COCP,2026-04-01,1.0462,1.077,1.0098,1.02,25473.0
COCP,2026-04-02,1.7,2.0299,1.36,1.51,76450667.0
COCP,2026-04-06,1.49,1.52,1.34,1.5,2750324.0
COCP,2026-04-07,1.43,1.52,1.35,1.47,989027.0
COCP,2026-04-08,1.48,1.56,1.42,1.44,534854.0
COCP,2026-04-09,1.4,1.5199,1.36,1.43,450959.0
COCP,2026-04-10,1.4,1.425,1.17,1.25,508310.0
COCP,2026-04-13,1.21,1.43,1.21,1.43,321218.0
COCP,2026-04-14,1.42,1.53,1.42,1.53,512977.0
COCP,2026-04-15,1.5,1.54,1.4601,1.5,245544.0
COCP,2026-04-16,1.47,1.59,1.47,1.58,176107.0
PBM,2026-02-11,3.19,3.23,2.92,2.96,45526.0
PBM,2026-02-12,2.87,3.01,2.73,2.81,73567.0
PBM,2026-02-13,2.79,3.1,2.79,3.09,44587.0
PBM,2026-02-17,3.07,3.09,2.72,2.79,38818.0
PBM,2026-02-18,2.73,2.78,2.65,2.66,8225.0
PBM,2026-02-19,2.65,2.65,2.42,2.62,25994.0
PBM,2026-02-20,2.64,2.64,2.47,2.5,34727.0
PBM,2026-02-23,2.57,2.61,1.92,2.23,624239.0
PBM,2026-02-24,2.17,2.42,2.1,2.23,134855.0
PBM,2026-02-25,2.19,2.57,2.19,2.56,57112.0
PBM,2026-02-26,2.48,2.65,2.42,2.62,21092.0
PBM,2026-02-27,2.62,2.68,2.46,2.54,25406.0
PBM,2026-03-02,2.45,2.62,2.39,2.56,14142.0
PBM,2026-03-03,2.51,2.66,2.3,2.65,34572.0
PBM,2026-03-04,2.65,2.67,2.48,2.59,29602.0
PBM,2026-03-05,2.57,2.57,2.48,2.56,4432.0
PBM,2026-03-06,2.54,2.59,2.47,2.51,20070.0
PBM,2026-03-09,2.5,2.57,2.41,2.55,20128.0
PBM,2026-03-10,2.5,2.6,2.47,2.51,26668.0
PBM,2026-03-11,2.5,2.55,2.49,2.49,5953.0
PBM,2026-03-12,2.46,2.51,2.43,2.46,6286.0
PBM,2026-03-13,2.44,2.47,2.41,2.46,1650.0
PBM,2026-03-16,2.41,2.57,2.4,2.5,19365.0
PBM,2026-03-17,2.5,2.59,2.4,2.59,11276.0
PBM,2026-03-18,2.58,2.6,2.52,2.54,6547.0
PBM,2026-03-19,2.59,2.59,2.28,2.35,16211.0
PBM,2026-03-20,2.4,2.46,2.3,2.4,3588.0
PBM,2026-03-23,2.38,2.49,2.38,2.43,12943.0
PBM,2026-03-24,2.36,2.43,2.36,2.43,3508.0
PBM,2026-03-25,2.42,2.43,2.36,2.43,3497.0
PBM,2026-03-26,2.43,2.64,2.4,2.63,27033.0
PBM,2026-03-27,2.5,2.63,2.5,2.56,10452.0
PBM,2026-03-30,2.53,2.6,2.34,2.52,27830.0
PBM,2026-03-31,2.48,2.5,2.41,2.46,2597.0
PBM,2026-04-01,2.42,2.43,2.33,2.37,9777.0
PBM,2026-04-02,2.39,2.51,2.26,2.47,11435.0
PBM,2026-04-06,2.55,2.56,2.5,2.53,4917.0
PBM,2026-04-07,2.47,2.53,2.45,2.5,21503.0
PBM,2026-04-08,2.65,2.65,2.4,2.49,13661.0
PBM,2026-04-09,2.48,2.57,2.41,2.5,21549.0
PBM,2026-04-10,2.55,2.75,2.48,2.67,45848.0
PBM,2026-04-13,2.56,2.83,2.55,2.79,17002.0
PBM,2026-04-14,2.63,2.95,2.63,2.95,33049.0
PBM,2026-04-15,2.74,2.91,2.74,2.88,17783.0
PBM,2026-04-16,2.81,9.97,2.73,6.66,18708141.0
CETX,2026-02-11,1.6,1.6,1.47,1.5,324726.0
CETX,2026-02-12,1.5,1.5,1.365,1.4,433407.0
CETX,2026-02-13,1.38,1.5,1.37,1.4,360170.0
CETX,2026-02-17,1.43,1.45,1.36,1.42,321719.0
CETX,2026-02-18,1.35,1.3839,1.31,1.33,524506.0
CETX,2026-02-19,1.33,1.3347,1.28,1.33,367191.0
CETX,2026-02-20,1.28,1.31,1.19,1.195,630350.0
CETX,2026-02-23,1.15,1.19,1.13,1.15,300050.0
CETX,2026-02-24,1.12,1.14,1.08,1.13,428959.0
CETX,2026-02-25,1.14,1.228,1.14,1.17,632882.0
CETX,2026-02-26,1.16,1.215,1.14,1.17,278375.0
CETX,2026-02-27,1.14,1.1597,1.06,1.06,438505.0
CETX,2026-03-02,1.05,1.076,1.02,1.05,471675.0
CETX,2026-03-03,1.02,1.13,0.9841,1.09,1351039.0
CETX,2026-03-04,1.09,1.1156,1.03,1.04,459587.0
CETX,2026-03-05,1.02,1.085,1.0,1.05,472430.0
CETX,2026-03-06,1.03,1.0497,0.9305,0.9305,842965.0
CETX,2026-03-09,0.7794,0.85,0.7412,0.8081,986541.0
CETX,2026-03-10,0.8136,0.8299,0.7401,0.7415,410725.0
CETX,2026-03-11,0.761,0.761,0.6627,0.701,588580.0
CETX,2026-03-12,0.76,0.9199,0.76,0.7674,1906909.0
CETX,2026-03-13,0.7649,0.7805,0.75,0.7525,415028.0
CETX,2026-03-16,0.7599,0.7659,0.7048,0.711,296606.0
CETX,2026-03-17,0.7164,0.74,0.715,0.7191,188282.0
CETX,2026-03-18,0.7191,0.7191,0.6638,0.6929,350291.0
CETX,2026-03-19,0.6929,0.6929,0.61,0.6565,423770.0
CETX,2026-03-20,0.676,0.676,0.6217,0.6302,165395.0
CETX,2026-03-23,0.6577,0.6702,0.5858,0.6193,351789.0
CETX,2026-03-24,0.61,0.6348,0.5919,0.5976,121539.0
CETX,2026-03-25,0.6017,0.648,0.6001,0.6422,175485.0
CETX,2026-03-26,0.6433,0.65,0.5511,0.552,325346.0
CETX,2026-03-27,0.5488,0.5658,0.532,0.5496,199709.0
CETX,2026-03-30,0.5448,0.5567,0.51,0.5115,298452.0
CETX,2026-03-31,0.5446,0.68,0.54,0.625,2679204.0
CETX,2026-04-01,0.6864,0.9577,0.672,0.7795,18906349.0
CETX,2026-04-02,0.75,0.8428,0.735,0.84,789766.0
CETX,2026-04-06,0.8108,0.9192,0.7873,0.7957,972388.0
CETX,2026-04-07,1.685,1.74,1.24,1.29,79715871.0
CETX,2026-04-08,1.145,1.18,0.81,1.08,6668647.0
CETX,2026-04-09,1.05,1.09,0.98,1.02,1505968.0
CETX,2026-04-10,0.99,1.18,0.9694,1.07,2364049.0
CETX,2026-04-13,1.07,1.21,1.05,1.16,1713319.0
CETX,2026-04-14,1.15,1.255,1.1301,1.21,1297842.0
CETX,2026-04-15,1.2,1.27,1.14,1.25,1082148.0
CETX,2026-04-16,1.225,1.26,1.18,1.22,356823.0
FEED,2026-02-11,2.99,3.08,2.63,2.71,569735.0
FEED,2026-02-12,2.92,3.04,2.75,2.84,865450.0
FEED,2026-02-13,2.81,2.96,2.71,2.83,369469.0
FEED,2026-02-17,2.86,2.9499,2.51,2.56,373285.0
FEED,2026-02-18,2.55,3.0656,2.5,2.88,750477.0
FEED,2026-02-19,2.81,2.861,2.61,2.71,300570.0
FEED,2026-02-20,2.72,3.03,2.71,2.75,493864.0
FEED,2026-02-23,2.7,2.7245,2.35,2.5,359671.0
FEED,2026-02-24,2.5,2.77,2.36,2.64,588130.0
FEED,2026-02-25,2.62,2.69,2.371,2.44,329185.0
FEED,2026-02-26,2.39,2.41,2.2,2.26,242686.0
FEED,2026-02-27,2.23,2.3137,2.02,2.08,159069.0
FEED,2026-03-02,1.96,1.9999,1.81,1.98,297367.0
FEED,2026-03-03,1.89,1.96,1.78,1.8,172197.0
FEED,2026-03-04,1.76,1.7999,1.63,1.77,179768.0
FEED,2026-03-05,1.72,1.7499,1.64,1.67,117998.0
FEED,2026-03-06,1.64,2.22,1.61,2.01,1344289.0
FEED,2026-03-09,1.93,2.0899,1.8,1.93,172813.0
FEED,2026-03-10,1.89,1.92,1.8301,1.88,48612.0
FEED,2026-03-11,1.84,1.92,1.77,1.9,83328.0
FEED,2026-03-12,1.9,1.94,1.81,1.88,48576.0
FEED,2026-03-13,1.84,1.88,1.78,1.81,42450.0
FEED,2026-03-16,1.79,1.83,1.65,1.83,147819.0
