timestamp,open,high,low,close,volume
2023-12-22 06:00:00,2.58,2.67,2.46,2.5,975192.0
2023-12-26 06:00:00,2.54,2.54,2.23,2.43,1132332.0
2023-12-27 06:00:00,2.43,2.5793,2.38,2.53,864572.0
2023-12-28 06:00:00,2.5,2.5099,2.35,2.43,921344.0
2023-12-29 06:00:00,2.46,2.56,2.4,2.555,792134.0
2024-01-02 06:00:00,2.63,2.6399,2.35,2.36,914440.0
2024-01-03 06:00:00,2.33,2.355,2.22,2.24,817417.0
2024-01-04 06:00:00,2.25,2.37,2.0894,2.11,1203020.0
2024-01-05 06:00:00,2.16,2.46,2.1,2.3,1456291.0
2024-01-08 06:00:00,2.35,2.42,2.2,2.29,1431630.0
2024-01-09 06:00:00,2.25,2.34,2.17,2.3,928295.0
2024-01-10 06:00:00,2.35,3.12,2.32,2.83,4874664.0
2024-01-11 06:00:00,2.85,2.85,2.3,2.39,2528659.0
2024-01-12 06:00:00,2.41,2.78,2.4,2.56,1860921.0
2024-01-16 06:00:00,2.64,2.678,2.48,2.59,936139.0
2024-01-17 06:00:00,2.51,2.68,2.48,2.59,1016723.0
2024-01-18 06:00:00,2.58,2.615,2.49,2.57,718097.0
2024-01-19 06:00:00,2.56,2.635,2.49,2.61,787145.0
2024-01-22 06:00:00,2.71,3.16,2.6997,2.8,3630154.0
2024-01-23 06:00:00,2.8,2.9499,2.66,2.77,1464106.0
2024-01-24 06:00:00,2.84,2.867,2.6,2.64,1022294.0
2024-01-25 06:00:00,2.73,2.75,2.5,2.57,974329.0
2024-01-26 06:00:00,2.58,2.69,2.53,2.57,605029.0
2024-01-29 06:00:00,2.68,3.22,2.63,3.05,3313821.0
2024-01-30 06:00:00,3.06,3.5,2.95,3.4,3481249.0
2024-01-31 06:00:00,3.46,4.0,3.37,3.78,3839204.0
2024-02-01 06:00:00,3.87,4.05,3.61,3.69,1869369.0
2024-02-02 06:00:00,3.7,3.83,3.42,3.74,1457646.0
2024-02-05 06:00:00,3.77,3.94,3.58,3.66,1296616.0
2024-02-06 06:00:00,3.83,4.01,3.4601,3.62,2085882.0
2024-02-07 06:00:00,3.67,3.67,3.36,3.5,1224318.0
2024-02-08 06:00:00,3.52,3.98,3.38,3.78,2098096.0
2024-02-09 06:00:00,3.85,5.48,3.83,4.99,8989737.0
2024-02-12 06:00:00,6.14,6.82,5.02,5.3,18753829.0
2024-02-13 06:00:00,5.16,6.03,4.87,5.15,9376666.0
2024-02-14 06:00:00,4.78,5.34,4.65,4.98,5324201.0
2024-02-15 06:00:00,5.3,6.96,5.13,6.7,22997072.0
2024-02-16 06:00:00,7.83,8.73,7.1701,7.32,15558157.0
2024-02-20 06:00:00,9.49,12.05,8.77,10.99,64341117.0
2024-02-21 06:00:00,12.89,13.25,8.0,9.32,36044418.0
2024-02-22 06:00:00,9.0,10.28,8.1901,8.28,39840074.0
2024-02-23 06:00:00,11.6,11.85,9.34,9.59,98812869.0
2024-02-26 06:00:00,7.63,7.635,5.93,6.27,45448145.0
2024-02-27 06:00:00,5.16,6.72,4.9,6.705,35181355.0
2024-02-28 06:00:00,6.56,7.21,5.83,5.88,25492588.0
2024-02-29 06:00:00,5.66,6.28,5.53,6.03,11465116.0
2024-03-01 06:00:00,5.75,6.0,5.53,5.85,7212225.0
2024-03-04 06:00:00,5.8,5.85,5.15,5.33,8209534.0
2024-03-05 06:00:00,5.18,5.465,5.0329,5.3,4320474.0
2024-03-06 06:00:00,5.19,5.4499,4.82,4.9,5059513.0
2024-03-07 06:00:00,4.68,5.13,4.46,5.12,6497540.0
2024-03-08 06:00:00,5.11,5.55,4.95,5.47,4410747.0
2024-03-11 05:00:00,5.38,6.17,5.25,5.95,5473688.0
2024-03-12 05:00:00,5.83,5.97,5.67,5.81,2583688.0
2024-03-13 05:00:00,5.8,5.82,5.284,5.29,3448801.0
2024-03-14 05:00:00,5.31,5.3791,5.04,5.07,2722026.0
2024-03-15 05:00:00,5.11,5.98,5.07,5.49,5355656.0
2024-03-18 05:00:00,5.48,5.64,5.28,5.32,2243648.0
