symbol,entry_time,exit_time,entry_price,exit_price,quantity,pnl,pnl_pct,duration_minutes,exit_reason,max_profit_reached,max_drawdown,strategy
ABTC,2025-09-03 12:53:00,2025-09-03 12:55:00,10.469,9.9402,19,-10.047199999999973,-5.051103257235634,2,TRAILING_STOP,0.0,-10.047199999999973,macdv_smallcaps
ABTC,2025-09-03 13:02:00,2025-09-03 13:25:00,10.16,9.8601,19,-5.698100000000018,-2.9517716535433114,23,TRAILING_STOP,4.180000000000012,-5.7000000000000135,macdv_smallcaps
ABTC,2025-09-03 13:30:00,2025-09-03 14:34:00,9.26,9.1206,21,-2.927400000000004,-1.50539956803456,64,TRAILING_STOP,12.389999999999997,-2.927400000000004,macdv_smallcaps
ABTC,2025-09-03 14:37:00,2025-09-03 14:44:00,8.88,8.5,22,-8.360000000000017,-4.279279279279291,7,TRAILING_STOP,1.7203999999999766,-8.360000000000017,macdv_smallcaps
AEHL,2025-09-10 10:34:00,2025-09-10 10:36:00,5.15,4.725,38,-16.150000000000027,-8.252427184466038,2,TRAILING_STOP,0.0,-16.150000000000027,macdv_smallcaps
AEHL,2025-09-10 12:26:00,2025-09-10 13:00:00,4.4718,5.53,44,46.560800000000015,23.66384900934748,34,TRAILING_STOP,64.60080000000002,0.0,macdv_smallcaps
AEHL,2025-09-10 13:16:00,2025-09-10 13:33:00,4.81,4.83,41,0.8200000000000189,0.4158004158004269,17,TRAILING_STOP,15.928500000000021,0.0,macdv_smallcaps
AEHL,2025-09-10 14:13:00,2025-09-10 14:28:00,4.5598,4.56,43,0.008599999999979957,0.0043861572875947274,15,TRAILING_STOP,10.32859999999999,-0.4171000000000209,macdv_smallcaps
AEHL,2025-09-10 15:07:00,2025-09-10 15:15:00,4.25,4.1,47,-7.050000000000017,-3.529411764705892,8,TRAILING_STOP,4.64830000000002,-7.050000000000017,macdv_smallcaps
AIHS,2025-09-03 12:06:00,2025-09-03 12:37:00,4.7,4.985,42,11.970000000000006,6.063829787234054,31,TRAILING_STOP,23.5284,0.0,macdv_smallcaps
AIHS,2025-09-03 14:35:00,2025-09-03 14:58:00,4.4,4.4201,45,0.9044999999999703,0.4568181818181749,23,TRAILING_STOP,12.217499999999983,-3.150000000000013,macdv_smallcaps
AIHS,2025-09-03 15:35:00,2025-09-03 15:40:00,3.9824,3.8341,50,-7.415000000000016,-3.7238850944154356,5,TRAILING_STOP,7.379999999999987,-7.415000000000016,macdv_smallcaps
ALTS,2025-09-04 10:29:00,2025-09-04 11:10:00,3.89,3.7212,51,-8.608800000000002,-4.339331619537279,41,TRAILING_STOP,2.034899999999991,-8.608800000000002,macdv_smallcaps
ALTS,2025-09-04 11:11:00,2025-09-04 12:22:00,3.69,3.9412,54,13.564799999999993,6.807588075880755,71,TRAILING_STOP,24.84000000000002,-0.5399999999999885,macdv_smallcaps
ALTS,2025-09-05 09:30:00,2025-09-05 10:48:00,3.86,4.0208,51,8.200800000000026,4.165803108808297,78,TRAILING_STOP,19.12500000000002,-1.020000000000001,macdv_smallcaps
ASST,2025-09-10 12:20:00,2025-09-10 12:36:00,8.74,8.1785,22,-12.353000000000012,-6.424485125858126,16,TRAILING_STOP,1.9799999999999969,-12.353000000000012,macdv_smallcaps
