timestamp,open,high,low,close,volume
2025-09-11 09:30:00,1.45,1.46,1.37,1.37,515954.0
2025-09-11 09:31:00,1.37,1.4,1.36,1.38,234119.0
2025-09-11 09:32:00,1.3793,1.4499,1.34,1.4299,391382.0
2025-09-11 09:33:00,1.42,1.44,1.4,1.435,202772.0
2025-09-11 09:34:00,1.43,1.44,1.41,1.415,117081.0
2025-09-11 09:35:00,1.4103,1.415,1.36,1.37,190978.0
2025-09-11 09:36:00,1.375,1.3799,1.33,1.34,288867.0
2025-09-11 09:37:00,1.34,1.38,1.33,1.37,188892.0
2025-09-11 09:38:00,1.36,1.37,1.35,1.3685,79000.0
2025-09-11 09:39:00,1.365,1.3695,1.34,1.3546,86959.0
2025-09-11 09:40:00,1.35,1.355,1.33,1.3301,85141.0
2025-09-11 09:41:00,1.3351,1.35,1.31,1.31,140184.0
2025-09-11 09:42:00,1.31,1.34,1.31,1.3303,170351.0
2025-09-11 09:43:00,1.335,1.34,1.33,1.3395,70967.0
2025-09-11 09:44:00,1.335,1.385,1.335,1.38,179311.0
2025-09-11 09:45:00,1.38,1.47,1.37,1.4499,525770.0
2025-09-11 09:46:00,1.44,1.49,1.44,1.4799,408738.0
2025-09-11 09:47:00,1.475,1.48,1.4,1.405,399938.0
2025-09-11 09:48:00,1.4098,1.44,1.4005,1.435,221817.0
2025-09-11 09:49:00,1.44,1.47,1.43,1.455,223069.0
2025-09-11 09:50:00,1.4505,1.4599,1.41,1.415,195475.0
2025-09-11 09:51:00,1.41,1.42,1.41,1.4119,84971.0
2025-09-11 09:52:00,1.41,1.44,1.4063,1.425,137350.0
2025-09-11 09:53:00,1.4206,1.43,1.36,1.37,183442.0
2025-09-11 09:54:00,1.3705,1.38,1.34,1.35,217342.0
2025-09-11 09:55:00,1.3593,1.4,1.35,1.3999,73245.0
2025-09-11 09:56:00,1.3981,1.4,1.35,1.3504,104432.0
2025-09-11 09:57:00,1.3507,1.39,1.34,1.39,108005.0
2025-09-11 09:58:00,1.385,1.39,1.38,1.385,34141.0
2025-09-11 09:59:00,1.385,1.3999,1.38,1.3954,101218.0
2025-09-11 10:00:00,1.4,1.4,1.39,1.395,46958.0
2025-09-11 10:01:00,1.3907,1.4,1.39,1.3993,56148.0
2025-09-11 10:02:00,1.4,1.4,1.39,1.39,20979.0
2025-09-11 10:03:00,1.3946,1.3998,1.3801,1.385,30117.0
2025-09-11 10:04:00,1.39,1.395,1.375,1.375,59439.0
2025-09-11 10:05:00,1.3703,1.375,1.34,1.35,119583.0
2025-09-11 10:06:00,1.355,1.3599,1.34,1.35,63842.0
2025-09-11 10:07:00,1.36,1.38,1.36,1.3703,68940.0
2025-09-11 10:08:00,1.38,1.38,1.37,1.375,30254.0
2025-09-11 10:09:00,1.3701,1.38,1.37,1.3799,45888.0
2025-09-11 10:10:00,1.3793,1.38,1.37,1.3798,19825.0
2025-09-11 10:11:00,1.375,1.38,1.37,1.38,11770.0
2025-09-11 10:12:00,1.37,1.3758,1.36,1.36,29142.0
2025-09-11 10:13:00,1.3603,1.37,1.36,1.36,25101.0
2025-09-11 10:14:00,1.36,1.36,1.35,1.35,40059.0
2025-09-11 10:15:00,1.35,1.4,1.3401,1.395,81925.0
2025-09-11 10:16:00,1.395,1.425,1.385,1.415,195777.0
2025-09-11 10:17:00,1.4176,1.48,1.41,1.4535,322191.0
2025-09-11 10:18:00,1.4593,1.4598,1.42,1.42,83606.0
2025-09-11 10:19:00,1.4202,1.43,1.4,1.4215,73700.0
2025-09-11 10:20:00,1.4206,1.48,1.42,1.4798,241002.0
2025-09-11 10:21:00,1.47,1.51,1.47,1.5,672610.0
2025-09-11 10:22:00,1.5,1.51,1.49,1.5,309479.0
2025-09-11 10:23:00,1.495,1.66,1.49,1.5401,1350397.0
2025-09-11 10:24:00,1.5446,1.62,1.52,1.5393,814556.0
2025-09-11 10:25:00,1.54,1.59,1.5001,1.5001,562561.0
2025-09-11 10:26:00,1.51,1.52,1.44,1.5096,514964.0
2025-09-11 10:27:00,1.5001,1.51,1.45,1.4598,251309.0
2025-09-11 10:28:00,1.45,1.49,1.43,1.4595,278851.0
2025-09-11 10:29:00,1.46,1.53,1.46,1.53,301525.0
2025-09-11 10:30:00,1.525,1.53,1.48,1.5,234879.0
2025-09-11 10:31:00,1.4949,1.4999,1.46,1.4606,155392.0
2025-09-11 10:32:00,1.4694,1.51,1.4694,1.49,161891.0
2025-09-11 10:33:00,1.4801,1.4879,1.46,1.4601,117710.0
2025-09-11 10:34:00,1.4607,1.495,1.46,1.495,95715.0
2025-09-11 10:35:00,1.496341,1.5,1.47,1.475,55889.0
2025-09-11 10:36:00,1.475,1.48,1.47,1.4798,61547.0
2025-09-11 10:37:00,1.48,1.55,1.47,1.5305,448337.0
2025-09-11 10:38:00,1.535,1.55,1.53,1.549,208950.0
2025-09-11 10:39:00,1.5402,1.55,1.53,1.53,185994.0
2025-09-11 10:40:00,1.5335,1.58,1.53,1.57,236922.0
2025-09-11 10:41:00,1.5794,1.58,1.53,1.545,292551.0
2025-09-11 10:42:00,1.5495,1.5495,1.51,1.5306,161337.0
2025-09-11 10:43:00,1.53,1.55,1.525,1.5436,110379.0
2025-09-11 10:44:00,1.54,1.55,1.52,1.52,86462.0
2025-09-11 10:45:00,1.52,1.52,1.5,1.5007,131027.0
2025-09-11 10:46:00,1.51,1.54,1.5,1.54,92002.0
2025-09-11 10:47:00,1.5396,1.55,1.52,1.54,105014.0
2025-09-11 10:48:00,1.545,1.58,1.54,1.5799,272676.0
2025-09-11 10:49:00,1.5795,1.63,1.57,1.6299,508278.0
2025-09-11 10:50:00,1.6221,1.7,1.58,1.695,920185.0
2025-09-11 10:51:00,1.695,1.74,1.69,1.7107,1210136.0
2025-09-11 10:52:00,1.71,1.72,1.64,1.6601,1085759.0
2025-09-11 10:53:00,1.665,1.67,1.61,1.623619,559964.0
2025-09-11 10:54:00,1.6206,1.71,1.62,1.69,904184.0
2025-09-11 10:55:00,1.69,1.78,1.66,1.7593,1212382.0
2025-09-11 10:56:00,1.7507,1.77,1.7,1.71,971401.0
2025-09-11 10:57:00,1.7135,1.74,1.64,1.6697,678663.0
2025-09-11 10:58:00,1.6657,1.67,1.57,1.645,1012510.0
2025-09-11 10:59:00,1.645,1.6496,1.61,1.63,223586.0
2025-09-11 11:00:00,1.6307,1.68,1.63,1.6799,307887.0
2025-09-11 11:01:00,1.6795,1.68,1.61,1.6206,314845.0
2025-09-11 11:02:00,1.62,1.64,1.6,1.6,166542.0
2025-09-11 11:03:00,1.605,1.62,1.58,1.59,279932.0
2025-09-11 11:04:00,1.5907,1.6,1.53,1.565,455553.0
2025-09-11 11:05:00,1.5694,1.62,1.555,1.59,366085.0
2025-09-11 11:06:00,1.595,1.62,1.5907,1.605,102591.0
2025-09-11 11:07:00,1.6007,1.6007,1.55,1.5807,145496.0
2025-09-11 11:08:00,1.5804,1.585,1.57,1.5707,42536.0
2025-09-11 11:09:00,1.57,1.6,1.56,1.5607,80800.0
2025-09-11 11:10:00,1.5606,1.58,1.56,1.56,68363.0
