ticker,date,time,open,high,low,close,volume,downloaded_at
AHMA,2026-06-09,13:33:00,2.22,2.27,2.22,2.23,29200,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:34:00,2.2499,2.2499,2.215,2.23,4708,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:35:00,2.23,2.25,2.21,2.2115,13578,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:36:00,2.22,2.22,2.1201,2.175,56966,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:37:00,2.17,2.2073,2.15,2.16,16877,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:38:00,2.1602,2.17,2.02,2.0303,57171,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:39:00,2.0377,2.13,2.0377,2.13,17269,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:40:00,2.1,2.13,2.05,2.05,20768,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:41:00,2.08,2.15,2.08,2.09,4048,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:42:00,2.1,2.1,2.08,2.08,5803,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:43:00,2.075,2.08,2.05,2.05,11802,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:44:00,2.05,2.07,1.96,1.99,45557,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:45:00,1.9601,2.0,1.9201,2.0,46738,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:46:00,2.0,2.03,1.9401,1.965,12896,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:47:00,1.94,2.0,1.94,1.95,25469,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:48:00,1.97,1.985,1.95,1.97,10140,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:49:00,1.97,2.05,1.96,2.02,21796,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:50:00,2.0201,2.03,1.9744,1.985,16566,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:51:00,1.9998,2.0799,1.9998,2.04,49412,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:52:00,2.05,2.05,2.01,2.02,9125,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:53:00,2.02,2.02,1.95,1.9699,19872,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:54:00,1.95,2.0,1.9205,1.975,31111,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:55:00,1.9666,1.98,1.95,1.9725,14750,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:56:00,1.9701,2.04,1.97,2.0397,15920,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:57:00,2.0328,2.37,2.03,2.315,272096,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:58:00,2.315,2.33,2.22,2.2501,147272,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,13:59:00,2.27,2.3,2.17,2.205,86865,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:00:00,2.18,2.32,2.16,2.305,76039,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:01:00,2.3098,2.8,2.3089,2.735,511098,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:02:00,2.7481,2.7899,2.62,2.6972,215744,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:03:00,2.71,2.7299,2.51,2.55,191069,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:04:00,2.54,2.8699,2.52,2.7204,519759,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:05:00,2.73,2.7556,2.43,2.54,248434,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:06:00,2.525,2.6645,2.47,2.62,148875,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:07:00,2.625,2.65,2.56,2.6199,90388,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:08:00,2.619,2.62,2.4501,2.49,85913,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:09:00,2.4815,2.53,2.35,2.4101,132969,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:10:00,2.43,2.4799,2.3101,2.42,133677,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:11:00,2.43,2.5,2.43,2.48,49467,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:12:00,2.46,2.64,2.4,2.47,101541,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:13:00,2.4999,2.5,2.35,2.385,66245,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:14:00,2.35,2.42,2.3101,2.42,37471,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:15:00,2.445,2.46,2.35,2.4072,23966,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:16:00,2.4001,2.44,2.38,2.3836,18597,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:17:00,2.3866,2.42,2.1401,2.21,100325,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:18:00,2.2,2.25,2.18,2.24,47914,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:19:00,2.25,2.35,2.25,2.31,21558,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:20:00,2.3,2.32,2.2429,2.26,26367,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:21:00,2.265,2.28,2.22,2.28,25402,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:22:00,2.24,2.27,2.2,2.22,30478,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:23:00,2.22,2.25,2.13,2.13,27732,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:24:00,2.1534,2.19,2.1,2.16,38529,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:25:00,2.155,2.3,2.1139,2.235,31680,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:26:00,2.25,2.31,2.21,2.2399,43197,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:27:00,2.25,2.3,2.22,2.28,11564,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:28:00,2.28,2.3,2.22,2.24,23920,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:29:00,2.2392,2.28,2.225,2.28,17218,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:30:00,2.2787,2.2787,2.15,2.18,76907,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:31:00,2.21,2.22,2.16,2.22,20767,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:32:00,2.2001,2.28,2.2,2.25,76999,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:33:00,2.25,2.26,2.15,2.18,48108,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:34:00,2.18,2.27,2.16,2.27,43418,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:35:00,2.28,2.3,2.2,2.23,57689,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:36:00,2.2,2.28,2.18,2.2599,11328,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:37:00,2.25,2.28,2.242,2.245,11355,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:38:00,2.2591,2.26,2.2,2.2112,12779,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:39:00,2.25,2.29,2.23,2.24,52932,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:40:00,2.2598,2.35,2.2413,2.35,30939,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:41:00,2.35,2.39,2.2401,2.29,53609,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:42:00,2.33,2.35,2.24,2.281,20025,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:43:00,2.28,2.3,2.17,2.18,81682,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:44:00,2.22,2.26,2.05,2.1107,52042,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:45:00,2.17,2.18,2.145,2.17,4115,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:46:00,2.18,2.18,2.11,2.15,12485,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:47:00,2.1308,2.15,1.9601,2.0,93642,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:48:00,1.9998,2.12,1.99,2.0817,29738,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:49:00,2.095,2.11,2.05,2.0507,4769,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:50:00,2.07,2.0939,2.06,2.06,7976,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:51:00,2.06,2.07,2.02,2.04,21926,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:52:00,2.04,2.09,2.02,2.0599,19634,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:53:00,2.06,2.092,2.0554,2.09,8540,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:54:00,2.0973,2.11,2.0501,2.07,8736,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:55:00,2.06,2.09,2.03,2.05,5179,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:56:00,2.04,2.06,2.01,2.05,9852,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:57:00,2.065,2.11,2.06,2.1,16276,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:58:00,2.08,2.09,2.065,2.0799,7401,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,14:59:00,2.0705,2.11,2.07,2.09,19279,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:00:00,2.099,2.26,2.099,2.26,116030,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:01:00,2.275,2.5,2.23,2.33,175186,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:02:00,2.3301,2.48,2.25,2.29,159528,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:03:00,2.28,2.31,2.18,2.25,94954,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:04:00,2.24,2.27,2.05,2.05,122213,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:05:00,2.11,2.2,2.05,2.16,59456,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:06:00,2.16,2.2,2.1101,2.1809,26985,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:07:00,2.2,2.2,2.15,2.175,18590,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:08:00,2.1701,2.2,2.14,2.18,15673,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:09:00,2.18,2.2,2.1641,2.18,8262,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:10:00,2.18,2.23,2.13,2.13,45303,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:11:00,2.13,2.16,2.08,2.1018,39088,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:12:00,2.12,2.21,2.1113,2.2,30520,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:13:00,2.1993,2.1993,2.16,2.17,9634,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:14:00,2.17,2.19,2.1,2.15,15505,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:15:00,2.11,2.15,2.06,2.1016,27900,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:16:00,2.125,2.15,2.1,2.1,6351,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:17:00,2.0997,2.14,2.08,2.11,14021,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:18:00,2.08,2.14,2.0601,2.1199,12822,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:19:00,2.08,2.1,2.08,2.1,3998,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:20:00,2.0822,2.1,2.0611,2.0611,2676,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:21:00,2.06,2.07,1.98,2.02,61875,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:22:00,2.035,2.14,2.02,2.09,28066,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:23:00,2.1099,2.13,2.09,2.09,18215,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:24:00,2.13,2.14,2.09,2.09,15719,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:25:00,2.105,2.13,2.0801,2.115,6179,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:26:00,2.11,2.13,2.02,2.0446,14228,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:27:00,2.0557,2.13,2.05,2.1,11448,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:28:00,2.115,2.13,2.08,2.089,2516,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:29:00,2.05,2.12,2.05,2.08,6103,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:30:00,2.06,2.1,2.03,2.05,22081,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:31:00,2.06,2.08,2.0301,2.0301,17153,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:32:00,2.0551,2.0599,2.02,2.02,11094,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:33:00,2.025,2.025,1.82,1.85,93789,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:34:00,1.85,1.91,1.62,1.73,183508,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:35:00,1.68,1.75,1.65,1.66,65439,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:36:00,1.7,1.72,1.66,1.71,37665,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:37:00,1.73,1.75,1.685,1.73,32324,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:38:00,1.7,1.73,1.7,1.72,16583,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:39:00,1.7,1.78,1.7,1.73,21928,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:40:00,1.73,1.76,1.62,1.6501,52436,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:41:00,1.65,1.7,1.62,1.66,15596,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:42:00,1.665,1.67,1.62,1.63,23211,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:43:00,1.63,1.67,1.6,1.64,45298,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:44:00,1.6201,1.7,1.61,1.7,13006,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:45:00,1.71,1.73,1.7,1.72,9444,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:46:00,1.7,1.72,1.69,1.7042,4860,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:47:00,1.72,1.73,1.6843,1.71,15739,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:48:00,1.73,1.76,1.7,1.76,21406,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:49:00,1.74,1.76,1.71,1.74,9796,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:50:00,1.7,1.74,1.7,1.72,11672,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:51:00,1.72,1.74,1.7,1.7001,10370,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:52:00,1.74,1.81,1.7,1.71,27294,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:53:00,1.71,1.74,1.65,1.6588,81798,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:54:00,1.655,1.72,1.6,1.61,57543,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:55:00,1.63,1.65,1.51,1.54,54837,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:56:00,1.54,1.57,1.45,1.45,48488,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:57:00,1.45,1.51,1.4202,1.4202,80745,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:58:00,1.43,1.45,1.36,1.38,48602,2026-07-08T04:58:53.884310+00:00
AHMA,2026-06-09,15:59:00,1.3701,1.51,1.37,1.47,83360,2026-07-08T04:58:53.884310+00:00
FSEA,2026-05-05,09:30:00,16.7,16.7,16.66,16.7,8510,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:31:00,16.7,16.76,16.7,16.76,1971,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:32:00,16.71,16.73,16.7,16.7,300,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:33:00,16.69,16.73,16.67,16.67,1929,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:34:00,16.67,16.67,16.67,16.67,200,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:35:00,16.67,16.67,16.67,16.67,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:36:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:37:00,16.67,16.67,16.66,16.66,5038,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:38:00,16.68,16.68,16.66,16.66,600,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:39:00,16.67,16.7,16.67,16.7,4331,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:40:00,16.68,16.69,16.67,16.67,500,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:41:00,16.67,16.67,16.67,16.67,200,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:42:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:43:00,16.68,16.68,16.67,16.67,752,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:44:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:45:00,16.68,16.68,16.68,16.68,664,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:46:00,16.68,16.69,16.68,16.68,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:47:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:48:00,16.68,16.68,16.68,16.68,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:49:00,16.67,16.67,16.67,16.67,149,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:50:00,16.67,16.68,16.67,16.67,187,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:51:00,16.67,16.67,16.67,16.67,815,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:52:00,16.67,16.68,16.66,16.67,4079,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:53:00,16.67,16.67,16.67,16.67,190,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:54:00,16.68,16.68,16.68,16.68,103,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:55:00,16.67,16.68,16.67,16.67,2600,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:56:00,16.67,16.67,16.67,16.67,208,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:57:00,16.67,16.68,16.67,16.67,509,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:58:00,16.67,16.68,16.67,16.68,526,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,09:59:00,16.67,16.67,16.67,16.67,500,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:00:00,16.67,16.68,16.67,16.67,222,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:01:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:02:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:03:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:04:00,16.68,16.68,16.66,16.66,2488,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:05:00,16.66,16.66,16.64,16.64,1660,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:06:00,16.64,16.65,16.64,16.64,432,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:07:00,16.64,16.64,16.64,16.64,2311,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:08:00,16.62,16.63,16.61,16.63,2365,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:09:00,16.63,16.63,16.63,16.63,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:10:00,16.62,16.63,16.62,16.63,1708,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:11:00,16.63,16.63,16.62,16.63,5000,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:12:00,16.63,16.65,16.63,16.64,2621,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:13:00,16.66,16.66,16.66,16.66,255,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:14:00,16.66,16.67,16.66,16.67,1993,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:15:00,16.67,16.67,16.67,16.67,840,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:16:00,16.68,16.68,16.67,16.68,1195,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:17:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:18:00,16.67,16.68,16.66,16.68,4090,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:19:00,16.68,16.68,16.68,16.68,5180,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:20:00,16.68,16.68,16.68,16.68,300,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:21:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:22:00,16.68,16.69,16.68,16.69,3753,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:23:00,16.73,16.73,16.73,16.73,254,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:24:00,16.73,16.73,16.73,16.73,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:25:00,16.74,16.74,16.74,16.74,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:26:00,16.74,16.74,16.74,16.74,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:27:00,16.71,16.72,16.71,16.71,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:28:00,16.71,16.71,16.71,16.71,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:29:00,16.74,16.74,16.73,16.73,299,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:30:00,16.73,16.73,16.73,16.73,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:31:00,16.69,16.69,16.69,16.69,201,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:32:00,16.71,16.74,16.69,16.74,2302,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:33:00,16.74,16.74,16.74,16.74,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:34:00,16.74,16.74,16.74,16.74,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:35:00,16.74,16.74,16.73,16.74,169,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:36:00,16.74,16.74,16.74,16.74,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:37:00,16.73,16.73,16.73,16.73,577,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:38:00,16.73,16.73,16.73,16.73,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:39:00,16.73,16.73,16.73,16.73,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:40:00,16.73,16.73,16.73,16.73,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:41:00,16.73,16.73,16.73,16.73,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:42:00,16.7,16.7,16.69,16.7,1600,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:43:00,16.7,16.72,16.69,16.72,340,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:44:00,16.68,16.7,16.68,16.7,354,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:45:00,16.68,16.69,16.68,16.68,300,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:46:00,16.68,16.69,16.68,16.68,1400,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:47:00,16.68,16.69,16.68,16.68,300,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:48:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:49:00,16.68,16.69,16.68,16.68,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:50:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:51:00,16.68,16.68,16.68,16.68,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:52:00,16.68,16.69,16.68,16.68,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:53:00,16.67,16.67,16.67,16.67,1299,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:54:00,16.65,16.66,16.65,16.65,110,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:55:00,16.66,16.67,16.66,16.67,3020,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:56:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:57:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:58:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,10:59:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:00:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:01:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:02:00,16.67,16.67,16.67,16.67,100,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:03:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:04:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:05:00,16.67,16.67,16.67,16.67,0,2026-07-08T04:58:54.154202+00:00
FSEA,2026-05-05,11:06:00,16.65,16.65,16.65,16.65,1740,2026-07-08T04:58:54.154202+00:00
